Store,Month,Year,Open,Promo,Sales,PromoFrequencyRatio,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreAssortment
217,7,2013,27,13,123932,0.48148148148148145,c,a,3150.0,,,0,,,,ca
217,6,2015,26,12,130062,0.46153846153846156,c,a,3150.0,,,0,,,,ca
217,6,2014,24,11,120284,0.4583333333333333,c,a,3150.0,,,0,,,,ca
217,6,2013,25,10,112975,0.4,c,a,3150.0,,,0,,,,ca
217,5,2015,23,11,122444,0.4782608695652174,c,a,3150.0,,,0,,,,ca
217,5,2014,25,12,119366,0.48,c,a,3150.0,,,0,,,,ca
217,5,2013,24,13,116932,0.5416666666666666,c,a,3150.0,,,0,,,,ca
217,4,2015,24,12,127490,0.5,c,a,3150.0,,,0,,,,ca
217,4,2014,24,12,118044,0.5,c,a,3150.0,,,0,,,,ca
217,4,2013,25,12,109630,0.48,c,a,3150.0,,,0,,,,ca
217,3,2015,26,12,126432,0.46153846153846156,c,a,3150.0,,,0,,,,ca
217,3,2014,26,11,115965,0.4230769230769231,c,a,3150.0,,,0,,,,ca
217,3,2013,25,15,118981,0.6,c,a,3150.0,,,0,,,,ca
217,2,2015,24,10,111492,0.4166666666666667,c,a,3150.0,,,0,,,,ca
217,2,2014,24,10,106974,0.4166666666666667,c,a,3150.0,,,0,,,,ca
217,2,2013,24,10,103654,0.4166666666666667,c,a,3150.0,,,0,,,,ca
217,1,2015,26,15,117602,0.5769230769230769,c,a,3150.0,,,0,,,,ca
217,1,2014,26,10,109578,0.38461538461538464,c,a,3150.0,,,0,,,,ca
217,1,2013,26,10,106267,0.38461538461538464,c,a,3150.0,,,0,,,,ca
217,12,2015,0,0,0,,c,a,3150.0,,,0,,,,ca
217,12,2014,25,10,142184,0.4,c,a,3150.0,,,0,,,,ca
217,12,2013,24,10,135980,0.4166666666666667,c,a,3150.0,,,0,,,,ca
217,11,2015,0,0,0,,c,a,3150.0,,,0,,,,ca
217,11,2014,25,15,120543,0.6,c,a,3150.0,,,0,,,,ca
217,11,2013,26,10,116669,0.38461538461538464,c,a,3150.0,,,0,,,,ca
217,10,2015,0,0,0,,c,a,3150.0,,,0,,,,ca
217,10,2014,26,13,114208,0.5,c,a,3150.0,,,0,,,,ca
217,10,2013,26,10,113692,0.38461538461538464,c,a,3150.0,,,0,,,,ca
217,9,2015,0,0,0,,c,a,3150.0,,,0,,,,ca
217,9,2014,26,12,120388,0.46153846153846156,c,a,3150.0,,,0,,,,ca
217,9,2013,25,10,107079,0.4,c,a,3150.0,,,0,,,,ca
217,8,2015,0,0,0,,c,a,3150.0,,,0,,,,ca
217,8,2014,26,11,114164,0.4230769230769231,c,a,3150.0,,,0,,,,ca
217,8,2013,27,12,120143,0.4444444444444444,c,a,3150.0,,,0,,,,ca
218,7,2015,27,13,130913,0.48148148148148145,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,7,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,7,2013,27,13,138321,0.48148148148148145,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,6,2015,25,12,124389,0.48,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,6,2014,23,11,115495,0.4782608695652174,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,6,2013,25,10,120023,0.4,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,5,2015,23,11,114137,0.4782608695652174,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,5,2014,25,12,124748,0.48,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,5,2013,23,13,115737,0.5652173913043478,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,4,2015,24,12,123185,0.5,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,4,2014,24,12,121117,0.5,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,4,2013,25,12,122749,0.48,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,3,2015,26,12,132648,0.46153846153846156,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,3,2014,26,11,125002,0.4230769230769231,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,3,2013,25,15,133539,0.6,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,2,2015,24,10,117025,0.4166666666666667,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,2,2014,24,10,119544,0.4166666666666667,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,2,2013,24,10,121512,0.4166666666666667,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,1,2015,25,15,122945,0.6,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,1,2014,25,10,123001,0.4,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,1,2013,26,10,135560,0.38461538461538464,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,12,2015,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,12,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,12,2013,24,10,144313,0.4166666666666667,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,11,2015,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,11,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,11,2013,25,10,126467,0.4,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,10,2015,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,10,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,10,2013,26,10,126553,0.38461538461538464,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,9,2015,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,9,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,9,2013,25,10,120647,0.4,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,8,2015,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,8,2014,0,0,0,,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
218,8,2013,26,12,121985,0.46153846153846156,a,c,640.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",ac
219,7,2015,27,13,83513,0.48148148148148145,a,a,1640.0,2.0,2013.0,0,,,,aa
219,7,2014,27,13,82520,0.48148148148148145,a,a,1640.0,2.0,2013.0,0,,,,aa
219,7,2013,27,13,83768,0.48148148148148145,a,a,1640.0,2.0,2013.0,0,,,,aa
219,6,2015,25,12,83194,0.48,a,a,1640.0,2.0,2013.0,0,,,,aa
219,6,2014,23,11,76457,0.4782608695652174,a,a,1640.0,2.0,2013.0,0,,,,aa
219,6,2013,25,10,70137,0.4,a,a,1640.0,2.0,2013.0,0,,,,aa
219,5,2015,23,11,74942,0.4782608695652174,a,a,1640.0,2.0,2013.0,0,,,,aa
219,5,2014,25,12,80793,0.48,a,a,1640.0,2.0,2013.0,0,,,,aa
219,5,2013,23,13,72461,0.5652173913043478,a,a,1640.0,2.0,2013.0,0,,,,aa
219,4,2015,24,12,79301,0.5,a,a,1640.0,2.0,2013.0,0,,,,aa
219,4,2014,24,12,79732,0.5,a,a,1640.0,2.0,2013.0,0,,,,aa
219,4,2013,25,12,77306,0.48,a,a,1640.0,2.0,2013.0,0,,,,aa
219,3,2015,26,12,84368,0.46153846153846156,a,a,1640.0,2.0,2013.0,0,,,,aa
219,3,2014,26,11,79872,0.4230769230769231,a,a,1640.0,2.0,2013.0,0,,,,aa
219,3,2013,25,15,80706,0.6,a,a,1640.0,2.0,2013.0,0,,,,aa
219,2,2015,24,10,70639,0.4166666666666667,a,a,1640.0,2.0,2013.0,0,,,,aa
219,2,2014,24,10,71471,0.4166666666666667,a,a,1640.0,2.0,2013.0,0,,,,aa
219,2,2013,24,10,74546,0.4166666666666667,a,a,1640.0,2.0,2013.0,0,,,,aa
219,1,2015,26,15,78595,0.5769230769230769,a,a,1640.0,2.0,2013.0,0,,,,aa
219,1,2014,26,10,76026,0.38461538461538464,a,a,1640.0,2.0,2013.0,0,,,,aa
219,1,2013,26,10,77810,0.38461538461538464,a,a,1640.0,2.0,2013.0,0,,,,aa
219,12,2015,0,0,0,,a,a,1640.0,2.0,2013.0,0,,,,aa
219,12,2014,25,10,89432,0.4,a,a,1640.0,2.0,2013.0,0,,,,aa
219,12,2013,24,10,87543,0.4166666666666667,a,a,1640.0,2.0,2013.0,0,,,,aa
219,11,2015,0,0,0,,a,a,1640.0,2.0,2013.0,0,,,,aa
219,11,2014,24,15,84404,0.625,a,a,1640.0,2.0,2013.0,0,,,,aa
219,11,2013,25,10,75900,0.4,a,a,1640.0,2.0,2013.0,0,,,,aa
219,10,2015,0,0,0,,a,a,1640.0,2.0,2013.0,0,,,,aa
219,10,2014,26,13,82422,0.5,a,a,1640.0,2.0,2013.0,0,,,,aa
219,10,2013,26,10,76469,0.38461538461538464,a,a,1640.0,2.0,2013.0,0,,,,aa
219,9,2015,0,0,0,,a,a,1640.0,2.0,2013.0,0,,,,aa
219,9,2014,26,12,82359,0.46153846153846156,a,a,1640.0,2.0,2013.0,0,,,,aa
219,9,2013,25,10,73979,0.4,a,a,1640.0,2.0,2013.0,0,,,,aa
219,8,2015,0,0,0,,a,a,1640.0,2.0,2013.0,0,,,,aa
219,8,2014,26,11,76247,0.4230769230769231,a,a,1640.0,2.0,2013.0,0,,,,aa
219,8,2013,27,12,74250,0.4444444444444444,a,a,1640.0,2.0,2013.0,0,,,,aa
220,7,2015,27,13,127925,0.48148148148148145,a,a,1000.0,9.0,2008.0,0,,,,aa
220,7,2014,27,13,122499,0.48148148148148145,a,a,1000.0,9.0,2008.0,0,,,,aa
220,7,2013,27,13,135022,0.48148148148148145,a,a,1000.0,9.0,2008.0,0,,,,aa
220,6,2015,25,12,125043,0.48,a,a,1000.0,9.0,2008.0,0,,,,aa
220,6,2014,23,11,112075,0.4782608695652174,a,a,1000.0,9.0,2008.0,0,,,,aa
220,6,2013,25,10,109463,0.4,a,a,1000.0,9.0,2008.0,0,,,,aa
220,5,2015,23,11,116638,0.4782608695652174,a,a,1000.0,9.0,2008.0,0,,,,aa
220,5,2014,25,12,120317,0.48,a,a,1000.0,9.0,2008.0,0,,,,aa
220,5,2013,23,13,113150,0.5652173913043478,a,a,1000.0,9.0,2008.0,0,,,,aa
220,4,2015,24,12,125121,0.5,a,a,1000.0,9.0,2008.0,0,,,,aa
220,4,2014,24,12,125390,0.5,a,a,1000.0,9.0,2008.0,0,,,,aa
220,4,2013,25,12,122194,0.48,a,a,1000.0,9.0,2008.0,0,,,,aa
220,3,2015,26,12,127707,0.46153846153846156,a,a,1000.0,9.0,2008.0,0,,,,aa
220,3,2014,25,11,122214,0.44,a,a,1000.0,9.0,2008.0,0,,,,aa
220,3,2013,25,15,126934,0.6,a,a,1000.0,9.0,2008.0,0,,,,aa
220,2,2015,23,10,105556,0.43478260869565216,a,a,1000.0,9.0,2008.0,0,,,,aa
220,2,2014,24,10,117826,0.4166666666666667,a,a,1000.0,9.0,2008.0,0,,,,aa
220,2,2013,23,10,111311,0.43478260869565216,a,a,1000.0,9.0,2008.0,0,,,,aa
220,1,2015,26,15,122600,0.5769230769230769,a,a,1000.0,9.0,2008.0,0,,,,aa
220,1,2014,26,10,122845,0.38461538461538464,a,a,1000.0,9.0,2008.0,0,,,,aa
220,1,2013,26,10,119956,0.38461538461538464,a,a,1000.0,9.0,2008.0,0,,,,aa
220,12,2015,0,0,0,,a,a,1000.0,9.0,2008.0,0,,,,aa
220,12,2014,25,10,131949,0.4,a,a,1000.0,9.0,2008.0,0,,,,aa
220,12,2013,24,10,134180,0.4166666666666667,a,a,1000.0,9.0,2008.0,0,,,,aa
220,11,2015,0,0,0,,a,a,1000.0,9.0,2008.0,0,,,,aa
220,11,2014,24,15,126779,0.625,a,a,1000.0,9.0,2008.0,0,,,,aa
220,11,2013,25,10,130446,0.4,a,a,1000.0,9.0,2008.0,0,,,,aa
220,10,2015,0,0,0,,a,a,1000.0,9.0,2008.0,0,,,,aa
220,10,2014,26,13,121237,0.5,a,a,1000.0,9.0,2008.0,0,,,,aa
220,10,2013,26,10,135043,0.38461538461538464,a,a,1000.0,9.0,2008.0,0,,,,aa
220,9,2015,0,0,0,,a,a,1000.0,9.0,2008.0,0,,,,aa
220,9,2014,26,12,119725,0.46153846153846156,a,a,1000.0,9.0,2008.0,0,,,,aa
220,9,2013,25,10,130180,0.4,a,a,1000.0,9.0,2008.0,0,,,,aa
220,8,2015,0,0,0,,a,a,1000.0,9.0,2008.0,0,,,,aa
220,8,2014,26,11,115543,0.4230769230769231,a,a,1000.0,9.0,2008.0,0,,,,aa
220,8,2013,27,12,130524,0.4444444444444444,a,a,1000.0,9.0,2008.0,0,,,,aa
221,7,2015,27,13,174393,0.48148148148148145,d,c,13530.0,9.0,2013.0,0,,,,dc
221,7,2014,27,13,159956,0.48148148148148145,d,c,13530.0,9.0,2013.0,0,,,,dc
221,7,2013,27,13,151544,0.48148148148148145,d,c,13530.0,9.0,2013.0,0,,,,dc
221,6,2015,26,12,159026,0.46153846153846156,d,c,13530.0,9.0,2013.0,0,,,,dc
221,6,2014,24,11,140266,0.4583333333333333,d,c,13530.0,9.0,2013.0,0,,,,dc
221,6,2013,25,10,131995,0.4,d,c,13530.0,9.0,2013.0,0,,,,dc
221,5,2015,23,11,148028,0.4782608695652174,d,c,13530.0,9.0,2013.0,0,,,,dc
221,5,2014,25,12,142240,0.48,d,c,13530.0,9.0,2013.0,0,,,,dc
221,5,2013,24,13,131018,0.5416666666666666,d,c,13530.0,9.0,2013.0,0,,,,dc
221,4,2015,24,12,155707,0.5,d,c,13530.0,9.0,2013.0,0,,,,dc
221,4,2014,24,12,140043,0.5,d,c,13530.0,9.0,2013.0,0,,,,dc
221,4,2013,25,12,128543,0.48,d,c,13530.0,9.0,2013.0,0,,,,dc
221,3,2015,26,12,159442,0.46153846153846156,d,c,13530.0,9.0,2013.0,0,,,,dc
221,3,2014,26,11,131097,0.4230769230769231,d,c,13530.0,9.0,2013.0,0,,,,dc
221,3,2013,25,15,146007,0.6,d,c,13530.0,9.0,2013.0,0,,,,dc
221,2,2015,24,10,137318,0.4166666666666667,d,c,13530.0,9.0,2013.0,0,,,,dc
221,2,2014,24,10,128658,0.4166666666666667,d,c,13530.0,9.0,2013.0,0,,,,dc
221,2,2013,24,10,118846,0.4166666666666667,d,c,13530.0,9.0,2013.0,0,,,,dc
221,1,2015,26,15,150955,0.5769230769230769,d,c,13530.0,9.0,2013.0,0,,,,dc
221,1,2014,26,10,144377,0.38461538461538464,d,c,13530.0,9.0,2013.0,0,,,,dc
221,1,2013,26,10,122146,0.38461538461538464,d,c,13530.0,9.0,2013.0,0,,,,dc
221,12,2015,0,0,0,,d,c,13530.0,9.0,2013.0,0,,,,dc
221,12,2014,25,10,198159,0.4,d,c,13530.0,9.0,2013.0,0,,,,dc
221,12,2013,24,10,173741,0.4166666666666667,d,c,13530.0,9.0,2013.0,0,,,,dc
221,11,2015,0,0,0,,d,c,13530.0,9.0,2013.0,0,,,,dc
221,11,2014,25,15,163673,0.6,d,c,13530.0,9.0,2013.0,0,,,,dc
221,11,2013,26,10,152700,0.38461538461538464,d,c,13530.0,9.0,2013.0,0,,,,dc
221,10,2015,0,0,0,,d,c,13530.0,9.0,2013.0,0,,,,dc
221,10,2014,26,13,147050,0.5,d,c,13530.0,9.0,2013.0,0,,,,dc
221,10,2013,26,10,131511,0.38461538461538464,d,c,13530.0,9.0,2013.0,0,,,,dc
221,9,2015,0,0,0,,d,c,13530.0,9.0,2013.0,0,,,,dc
221,9,2014,26,12,146627,0.46153846153846156,d,c,13530.0,9.0,2013.0,0,,,,dc
221,9,2013,25,10,128085,0.4,d,c,13530.0,9.0,2013.0,0,,,,dc
221,8,2015,0,0,0,,d,c,13530.0,9.0,2013.0,0,,,,dc
221,8,2014,26,11,161689,0.4230769230769231,d,c,13530.0,9.0,2013.0,0,,,,dc
221,8,2013,27,12,159481,0.4444444444444444,d,c,13530.0,9.0,2013.0,0,,,,dc
222,7,2015,27,13,134085,0.48148148148148145,a,a,2170.0,11.0,2008.0,0,,,,aa
222,7,2014,27,13,131890,0.48148148148148145,a,a,2170.0,11.0,2008.0,0,,,,aa
222,7,2013,27,13,129953,0.48148148148148145,a,a,2170.0,11.0,2008.0,0,,,,aa
222,6,2015,26,12,139281,0.46153846153846156,a,a,2170.0,11.0,2008.0,0,,,,aa
222,6,2014,24,11,126335,0.4583333333333333,a,a,2170.0,11.0,2008.0,0,,,,aa
222,6,2013,25,10,120338,0.4,a,a,2170.0,11.0,2008.0,0,,,,aa
222,5,2015,23,11,120424,0.4782608695652174,a,a,2170.0,11.0,2008.0,0,,,,aa
222,5,2014,25,12,124303,0.48,a,a,2170.0,11.0,2008.0,0,,,,aa
222,5,2013,24,13,123706,0.5416666666666666,a,a,2170.0,11.0,2008.0,0,,,,aa
222,4,2015,24,12,126754,0.5,a,a,2170.0,11.0,2008.0,0,,,,aa
222,4,2014,24,12,127557,0.5,a,a,2170.0,11.0,2008.0,0,,,,aa
222,4,2013,25,12,123918,0.48,a,a,2170.0,11.0,2008.0,0,,,,aa
222,3,2015,26,12,132217,0.46153846153846156,a,a,2170.0,11.0,2008.0,0,,,,aa
222,3,2014,26,11,127008,0.4230769230769231,a,a,2170.0,11.0,2008.0,0,,,,aa
222,3,2013,25,15,129219,0.6,a,a,2170.0,11.0,2008.0,0,,,,aa
222,2,2015,24,10,117819,0.4166666666666667,a,a,2170.0,11.0,2008.0,0,,,,aa
222,2,2014,24,10,119934,0.4166666666666667,a,a,2170.0,11.0,2008.0,0,,,,aa
222,2,2013,24,10,120598,0.4166666666666667,a,a,2170.0,11.0,2008.0,0,,,,aa
222,1,2015,26,15,127599,0.5769230769230769,a,a,2170.0,11.0,2008.0,0,,,,aa
222,1,2014,26,10,123637,0.38461538461538464,a,a,2170.0,11.0,2008.0,0,,,,aa
222,1,2013,26,10,129834,0.38461538461538464,a,a,2170.0,11.0,2008.0,0,,,,aa
222,12,2015,0,0,0,,a,a,2170.0,11.0,2008.0,0,,,,aa
222,12,2014,25,10,139784,0.4,a,a,2170.0,11.0,2008.0,0,,,,aa
222,12,2013,24,10,134280,0.4166666666666667,a,a,2170.0,11.0,2008.0,0,,,,aa
222,11,2015,0,0,0,,a,a,2170.0,11.0,2008.0,0,,,,aa
222,11,2014,25,15,127226,0.6,a,a,2170.0,11.0,2008.0,0,,,,aa
222,11,2013,26,10,118905,0.38461538461538464,a,a,2170.0,11.0,2008.0,0,,,,aa
222,10,2015,0,0,0,,a,a,2170.0,11.0,2008.0,0,,,,aa
222,10,2014,26,13,125966,0.5,a,a,2170.0,11.0,2008.0,0,,,,aa
222,10,2013,26,10,117677,0.38461538461538464,a,a,2170.0,11.0,2008.0,0,,,,aa
222,9,2015,0,0,0,,a,a,2170.0,11.0,2008.0,0,,,,aa
222,9,2014,26,12,125660,0.46153846153846156,a,a,2170.0,11.0,2008.0,0,,,,aa
222,9,2013,25,10,114116,0.4,a,a,2170.0,11.0,2008.0,0,,,,aa
222,8,2015,0,0,0,,a,a,2170.0,11.0,2008.0,0,,,,aa
222,8,2014,26,11,117689,0.4230769230769231,a,a,2170.0,11.0,2008.0,0,,,,aa
222,8,2013,27,12,128534,0.4444444444444444,a,a,2170.0,11.0,2008.0,0,,,,aa
223,7,2015,27,13,189057,0.48148148148148145,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,7,2014,27,13,177496,0.48148148148148145,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,7,2013,27,13,189856,0.48148148148148145,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,6,2015,26,12,198994,0.46153846153846156,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,6,2014,24,11,173079,0.4583333333333333,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,6,2013,25,10,167557,0.4,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,5,2015,23,11,174597,0.4782608695652174,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,5,2014,25,12,170665,0.48,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,5,2013,24,13,173344,0.5416666666666666,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,4,2015,24,12,181775,0.5,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,4,2014,24,12,193371,0.5,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,4,2013,25,12,163668,0.48,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,3,2015,26,12,199700,0.46153846153846156,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,3,2014,26,11,205328,0.4230769230769231,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,3,2013,25,15,193012,0.6,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,2,2015,24,10,162526,0.4166666666666667,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,2,2014,24,10,176834,0.4166666666666667,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,2,2013,24,10,149014,0.4166666666666667,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,1,2015,26,15,185442,0.5769230769230769,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,1,2014,26,10,191273,0.38461538461538464,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,1,2013,26,10,157244,0.38461538461538464,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,12,2015,0,0,0,,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,12,2014,25,10,218711,0.4,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,12,2013,24,10,230987,0.4166666666666667,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,11,2015,0,0,0,,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,11,2014,25,15,189940,0.6,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,11,2013,26,10,196251,0.38461538461538464,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,10,2015,0,0,0,,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,10,2014,25,13,168510,0.52,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,10,2013,25,10,177553,0.4,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,9,2015,0,0,0,,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,9,2014,26,12,180599,0.46153846153846156,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,9,2013,25,10,174411,0.4,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,8,2015,0,0,0,,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,8,2014,26,11,162586,0.4230769230769231,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
223,8,2013,27,12,182729,0.4444444444444444,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",dc
224,7,2015,27,13,204938,0.48148148148148145,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,7,2014,27,13,183671,0.48148148148148145,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,7,2013,27,13,155961,0.48148148148148145,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,6,2015,25,12,197043,0.48,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,6,2014,23,11,165640,0.4782608695652174,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,6,2013,25,10,137922,0.4,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,5,2015,23,11,176602,0.4782608695652174,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,5,2014,25,12,172776,0.48,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,5,2013,23,13,131392,0.5652173913043478,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,4,2015,24,12,181411,0.5,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,4,2014,24,12,171754,0.5,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,4,2013,25,12,131336,0.48,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,3,2015,26,12,198879,0.46153846153846156,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,3,2014,26,11,168185,0.4230769230769231,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,3,2013,25,15,159379,0.6,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,2,2015,24,10,163182,0.4166666666666667,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,2,2014,24,10,150566,0.4166666666666667,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,2,2013,24,10,120487,0.4166666666666667,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
224,1,2015,25,15,177326,0.6,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",dc
