Store,Month,Year,Open,Promo,Sales,PromoRatio
211,3,2013,25,15,363167,0.6
211,2,2015,24,10,303718,0.4166666666666667
211,2,2014,24,10,305781,0.4166666666666667
211,2,2013,24,10,322817,0.4166666666666667
211,1,2015,26,15,331123,0.5769230769230769
211,1,2014,26,10,312520,0.38461538461538464
211,1,2013,26,10,338138,0.38461538461538464
211,12,2015,0,0,0,
211,12,2014,25,10,371720,0.4
211,12,2013,24,10,355827,0.4166666666666667
211,11,2015,0,0,0,
211,11,2014,25,15,334208,0.6
211,11,2013,26,10,320295,0.38461538461538464
211,10,2015,0,0,0,
211,10,2014,26,13,317949,0.5
211,10,2013,26,10,307889,0.38461538461538464
211,9,2015,0,0,0,
211,9,2014,26,12,321562,0.46153846153846156
211,9,2013,25,10,286094,0.4
211,8,2015,0,0,0,
211,8,2014,26,11,315099,0.4230769230769231
211,8,2013,27,12,331916,0.4444444444444444
212,7,2015,27,13,127582,0.48148148148148145
212,7,2014,27,13,129364,0.48148148148148145
212,7,2013,27,13,131824,0.48148148148148145
212,6,2015,26,12,120032,0.46153846153846156
212,6,2014,24,11,116941,0.4583333333333333
212,6,2013,25,10,113302,0.4
212,5,2015,23,11,107363,0.4782608695652174
212,5,2014,25,12,119578,0.48
212,5,2013,24,13,116060,0.5416666666666666
212,4,2015,24,12,120780,0.5
212,4,2014,24,12,121719,0.5
212,4,2013,25,12,114069,0.48
212,3,2015,26,12,115765,0.46153846153846156
212,3,2014,26,11,117521,0.4230769230769231
212,3,2013,25,15,130685,0.6
212,2,2015,24,10,100150,0.4166666666666667
212,2,2014,24,10,110231,0.4166666666666667
212,2,2013,24,10,108322,0.4166666666666667
212,1,2015,26,15,112814,0.5769230769230769
212,1,2014,26,10,114796,0.38461538461538464
212,1,2013,26,10,116208,0.38461538461538464
212,12,2015,0,0,0,
212,12,2014,25,10,151877,0.4
212,12,2013,24,10,155501,0.4166666666666667
212,11,2015,0,0,0,
212,11,2014,25,15,124543,0.6
212,11,2013,26,10,126667,0.38461538461538464
212,10,2015,0,0,0,
212,10,2014,26,13,115933,0.5
212,10,2013,26,10,114947,0.38461538461538464
212,9,2015,0,0,0,
212,9,2014,26,12,117303,0.46153846153846156
212,9,2013,25,10,110122,0.4
212,8,2015,0,0,0,
212,8,2014,26,11,125253,0.4230769230769231
212,8,2013,27,12,136863,0.4444444444444444
213,7,2015,27,13,224113,0.48148148148148145
213,7,2014,27,13,228717,0.48148148148148145
213,7,2013,27,13,233550,0.48148148148148145
213,6,2015,25,12,235132,0.48
213,6,2014,23,11,215895,0.4782608695652174
213,6,2013,25,10,171093,0.4
213,5,2015,23,11,200951,0.4782608695652174
213,5,2014,25,12,212165,0.48
213,5,2013,23,13,175349,0.5652173913043478
213,4,2015,24,12,210216,0.5
213,4,2014,24,12,208682,0.5
213,4,2013,25,12,168845,0.48
213,3,2015,26,12,224875,0.46153846153846156
213,3,2014,26,11,213634,0.4230769230769231
213,3,2013,25,15,186644,0.6
213,2,2015,24,10,188242,0.4166666666666667
213,2,2014,24,10,200359,0.4166666666666667
213,2,2013,24,10,155880,0.4166666666666667
213,1,2015,26,15,218362,0.5769230769230769
213,1,2014,26,10,218252,0.38461538461538464
213,1,2013,26,10,156488,0.38461538461538464
213,12,2015,0,0,0,
213,12,2014,25,10,248767,0.4
213,12,2013,24,10,225999,0.4166666666666667
213,11,2015,0,0,0,
213,11,2014,24,15,204838,0.625
213,11,2013,25,10,194913,0.4
213,10,2015,0,0,0,
213,10,2014,26,13,210476,0.5
213,10,2013,26,10,191171,0.38461538461538464
213,9,2015,0,0,0,
213,9,2014,26,12,224575,0.46153846153846156
213,9,2013,25,10,176362,0.4
213,8,2015,0,0,0,
213,8,2014,26,11,215575,0.4230769230769231
213,8,2013,27,12,193961,0.4444444444444444
214,7,2015,27,13,242583,0.48148148148148145
214,7,2014,27,13,237667,0.48148148148148145
214,7,2013,27,13,258091,0.48148148148148145
214,6,2015,25,12,259414,0.48
214,6,2014,23,11,229243,0.4782608695652174
214,6,2013,25,10,223614,0.4
214,5,2015,23,11,235316,0.4782608695652174
214,5,2014,25,12,235259,0.48
214,5,2013,23,13,235611,0.5652173913043478
214,4,2015,24,12,239214,0.5
214,4,2014,24,12,226359,0.5
214,4,2013,25,12,224900,0.48
214,3,2015,26,12,244816,0.46153846153846156
214,3,2014,26,11,240708,0.4230769230769231
214,3,2013,25,15,244729,0.6
214,2,2015,24,10,209775,0.4166666666666667
214,2,2014,24,10,218883,0.4166666666666667
214,2,2013,24,10,214206,0.4166666666666667
214,1,2015,26,15,234497,0.5769230769230769
214,1,2014,26,10,227666,0.38461538461538464
214,1,2013,26,10,221919,0.38461538461538464
214,12,2015,0,0,0,
214,12,2014,25,10,278745,0.4
214,12,2013,24,10,271124,0.4166666666666667
214,11,2015,0,0,0,
214,11,2014,24,15,237608,0.625
214,11,2013,25,10,226960,0.4
214,10,2015,0,0,0,
214,10,2014,26,13,231117,0.5
214,10,2013,26,10,217691,0.38461538461538464
214,9,2015,0,0,0,
214,9,2014,26,12,235722,0.46153846153846156
214,9,2013,25,10,205754,0.4
214,8,2015,0,0,0,
214,8,2014,26,11,226038,0.4230769230769231
214,8,2013,27,12,234302,0.4444444444444444
215,7,2015,27,13,176195,0.48148148148148145
215,7,2014,0,0,0,
215,7,2013,27,13,178697,0.48148148148148145
215,6,2015,25,12,161222,0.48
215,6,2014,23,11,147374,0.4782608695652174
215,6,2013,25,10,141173,0.4
215,5,2015,23,11,155663,0.4782608695652174
215,5,2014,25,12,154600,0.48
215,5,2013,23,13,151443,0.5652173913043478
215,4,2015,24,12,164936,0.5
215,4,2014,24,12,162727,0.5
215,4,2013,25,12,152129,0.48
215,3,2015,26,12,164956,0.46153846153846156
215,3,2014,26,11,157931,0.4230769230769231
215,3,2013,25,15,159197,0.6
215,2,2015,24,10,136963,0.4166666666666667
215,2,2014,24,10,146407,0.4166666666666667
215,2,2013,24,10,134697,0.4166666666666667
215,1,2015,25,15,170297,0.6
215,1,2014,25,10,159461,0.4
215,1,2013,26,10,151230,0.38461538461538464
215,12,2015,0,0,0,
215,12,2014,0,0,0,
215,12,2013,24,10,181993,0.4166666666666667
215,11,2015,0,0,0,
215,11,2014,0,0,0,
215,11,2013,25,10,155236,0.4
215,10,2015,0,0,0,
215,10,2014,0,0,0,
215,10,2013,26,10,158413,0.38461538461538464
215,9,2015,0,0,0,
215,9,2014,0,0,0,
215,9,2013,25,10,138265,0.4
215,8,2015,0,0,0,
215,8,2014,0,0,0,
215,8,2013,25,12,159474,0.48
216,7,2015,27,13,179485,0.48148148148148145
216,7,2014,27,13,209043,0.48148148148148145
216,7,2013,27,13,192821,0.48148148148148145
216,6,2015,25,12,179874,0.48
216,6,2014,23,11,174410,0.4782608695652174
216,6,2013,25,10,163790,0.4
216,5,2015,23,11,166506,0.4782608695652174
216,5,2014,25,12,182571,0.48
216,5,2013,23,13,165570,0.5652173913043478
216,4,2015,24,12,182039,0.5
216,4,2014,24,12,186687,0.5
216,4,2013,25,12,176349,0.48
216,3,2015,26,12,184905,0.46153846153846156
216,3,2014,25,11,180781,0.44
216,3,2013,25,15,184081,0.6
216,2,2015,23,10,156111,0.43478260869565216
216,2,2014,24,10,167031,0.4166666666666667
216,2,2013,23,10,156055,0.43478260869565216
216,1,2015,26,15,183369,0.5769230769230769
216,1,2014,26,10,189465,0.38461538461538464
216,1,2013,26,10,176981,0.38461538461538464
216,12,2015,0,0,0,
216,12,2014,25,10,197618,0.4
216,12,2013,24,10,212053,0.4166666666666667
216,11,2015,0,0,0,
216,11,2014,24,15,187599,0.625
216,11,2013,25,10,185208,0.4
216,10,2015,0,0,0,
216,10,2014,26,13,198867,0.5
216,10,2013,26,10,181626,0.38461538461538464
216,9,2015,0,0,0,
216,9,2014,26,12,189410,0.46153846153846156
216,9,2013,25,10,163427,0.4
216,8,2015,0,0,0,
216,8,2014,26,11,184677,0.4230769230769231
216,8,2013,27,12,169569,0.4444444444444444
217,7,2015,27,13,135775,0.48148148148148145
217,7,2014,27,13,126567,0.48148148148148145
217,7,2013,27,13,123932,0.48148148148148145
217,6,2015,26,12,130062,0.46153846153846156
217,6,2014,24,11,120284,0.4583333333333333
217,6,2013,25,10,112975,0.4
217,5,2015,23,11,122444,0.4782608695652174
217,5,2014,25,12,119366,0.48
217,5,2013,24,13,116932,0.5416666666666666
217,4,2015,24,12,127490,0.5
217,4,2014,24,12,118044,0.5
217,4,2013,25,12,109630,0.48
217,3,2015,26,12,126432,0.46153846153846156
217,3,2014,26,11,115965,0.4230769230769231
217,3,2013,25,15,118981,0.6
217,2,2015,24,10,111492,0.4166666666666667
217,2,2014,24,10,106974,0.4166666666666667
217,2,2013,24,10,103654,0.4166666666666667
217,1,2015,26,15,117602,0.5769230769230769
217,1,2014,26,10,109578,0.38461538461538464
217,1,2013,26,10,106267,0.38461538461538464
217,12,2015,0,0,0,
217,12,2014,25,10,142184,0.4
217,12,2013,24,10,135980,0.4166666666666667
217,11,2015,0,0,0,
217,11,2014,25,15,120543,0.6
217,11,2013,26,10,116669,0.38461538461538464
217,10,2015,0,0,0,
217,10,2014,26,13,114208,0.5
217,10,2013,26,10,113692,0.38461538461538464
217,9,2015,0,0,0,
217,9,2014,26,12,120388,0.46153846153846156
217,9,2013,25,10,107079,0.4
217,8,2015,0,0,0,
217,8,2014,26,11,114164,0.4230769230769231
217,8,2013,27,12,120143,0.4444444444444444
218,7,2015,27,13,130913,0.48148148148148145
218,7,2014,0,0,0,
218,7,2013,27,13,138321,0.48148148148148145
218,6,2015,25,12,124389,0.48
218,6,2014,23,11,115495,0.4782608695652174
218,6,2013,25,10,120023,0.4
218,5,2015,23,11,114137,0.4782608695652174
218,5,2014,25,12,124748,0.48
218,5,2013,23,13,115737,0.5652173913043478
218,4,2015,24,12,123185,0.5
218,4,2014,24,12,121117,0.5
218,4,2013,25,12,122749,0.48
218,3,2015,26,12,132648,0.46153846153846156
218,3,2014,26,11,125002,0.4230769230769231
218,3,2013,25,15,133539,0.6
218,2,2015,24,10,117025,0.4166666666666667
218,2,2014,24,10,119544,0.4166666666666667
218,2,2013,24,10,121512,0.4166666666666667
218,1,2015,25,15,122945,0.6
218,1,2014,25,10,123001,0.4
218,1,2013,26,10,135560,0.38461538461538464
218,12,2015,0,0,0,
218,12,2014,0,0,0,
218,12,2013,24,10,144313,0.4166666666666667
218,11,2015,0,0,0,
218,11,2014,0,0,0,
218,11,2013,25,10,126467,0.4
218,10,2015,0,0,0,
218,10,2014,0,0,0,
218,10,2013,26,10,126553,0.38461538461538464
218,9,2015,0,0,0,
218,9,2014,0,0,0,
218,9,2013,25,10,120647,0.4
218,8,2015,0,0,0,
218,8,2014,0,0,0,
218,8,2013,26,12,121985,0.46153846153846156
219,7,2015,27,13,83513,0.48148148148148145
219,7,2014,27,13,82520,0.48148148148148145
219,7,2013,27,13,83768,0.48148148148148145
219,6,2015,25,12,83194,0.48
219,6,2014,23,11,76457,0.4782608695652174
219,6,2013,25,10,70137,0.4
219,5,2015,23,11,74942,0.4782608695652174
219,5,2014,25,12,80793,0.48
219,5,2013,23,13,72461,0.5652173913043478
219,4,2015,24,12,79301,0.5
219,4,2014,24,12,79732,0.5
219,4,2013,25,12,77306,0.48
219,3,2015,26,12,84368,0.46153846153846156
219,3,2014,26,11,79872,0.4230769230769231
219,3,2013,25,15,80706,0.6
219,2,2015,24,10,70639,0.4166666666666667
219,2,2014,24,10,71471,0.4166666666666667
219,2,2013,24,10,74546,0.4166666666666667
219,1,2015,26,15,78595,0.5769230769230769
219,1,2014,26,10,76026,0.38461538461538464
219,1,2013,26,10,77810,0.38461538461538464
219,12,2015,0,0,0,
219,12,2014,25,10,89432,0.4
219,12,2013,24,10,87543,0.4166666666666667
219,11,2015,0,0,0,
219,11,2014,24,15,84404,0.625
219,11,2013,25,10,75900,0.4
219,10,2015,0,0,0,
219,10,2014,26,13,82422,0.5
219,10,2013,26,10,76469,0.38461538461538464
219,9,2015,0,0,0,
219,9,2014,26,12,82359,0.46153846153846156
219,9,2013,25,10,73979,0.4
219,8,2015,0,0,0,
219,8,2014,26,11,76247,0.4230769230769231
219,8,2013,27,12,74250,0.4444444444444444
220,7,2015,27,13,127925,0.48148148148148145
220,7,2014,27,13,122499,0.48148148148148145
220,7,2013,27,13,135022,0.48148148148148145
220,6,2015,25,12,125043,0.48
220,6,2014,23,11,112075,0.4782608695652174
220,6,2013,25,10,109463,0.4
220,5,2015,23,11,116638,0.4782608695652174
220,5,2014,25,12,120317,0.48
220,5,2013,23,13,113150,0.5652173913043478
220,4,2015,24,12,125121,0.5
220,4,2014,24,12,125390,0.5
220,4,2013,25,12,122194,0.48
220,3,2015,26,12,127707,0.46153846153846156
220,3,2014,25,11,122214,0.44
220,3,2013,25,15,126934,0.6
220,2,2015,23,10,105556,0.43478260869565216
220,2,2014,24,10,117826,0.4166666666666667
220,2,2013,23,10,111311,0.43478260869565216
220,1,2015,26,15,122600,0.5769230769230769
220,1,2014,26,10,122845,0.38461538461538464
220,1,2013,26,10,119956,0.38461538461538464
220,12,2015,0,0,0,
220,12,2014,25,10,131949,0.4
220,12,2013,24,10,134180,0.4166666666666667
220,11,2015,0,0,0,
220,11,2014,24,15,126779,0.625
220,11,2013,25,10,130446,0.4
220,10,2015,0,0,0,
220,10,2014,26,13,121237,0.5
220,10,2013,26,10,135043,0.38461538461538464
220,9,2015,0,0,0,
220,9,2014,26,12,119725,0.46153846153846156
220,9,2013,25,10,130180,0.4
220,8,2015,0,0,0,
220,8,2014,26,11,115543,0.4230769230769231
220,8,2013,27,12,130524,0.4444444444444444
221,7,2015,27,13,174393,0.48148148148148145
221,7,2014,27,13,159956,0.48148148148148145
221,7,2013,27,13,151544,0.48148148148148145
221,6,2015,26,12,159026,0.46153846153846156
221,6,2014,24,11,140266,0.4583333333333333
221,6,2013,25,10,131995,0.4
221,5,2015,23,11,148028,0.4782608695652174
221,5,2014,25,12,142240,0.48
221,5,2013,24,13,131018,0.5416666666666666
221,4,2015,24,12,155707,0.5
221,4,2014,24,12,140043,0.5
221,4,2013,25,12,128543,0.48
221,3,2015,26,12,159442,0.46153846153846156
221,3,2014,26,11,131097,0.4230769230769231
221,3,2013,25,15,146007,0.6
221,2,2015,24,10,137318,0.4166666666666667
221,2,2014,24,10,128658,0.4166666666666667
221,2,2013,24,10,118846,0.4166666666666667
221,1,2015,26,15,150955,0.5769230769230769
221,1,2014,26,10,144377,0.38461538461538464
221,1,2013,26,10,122146,0.38461538461538464
221,12,2015,0,0,0,
221,12,2014,25,10,198159,0.4
221,12,2013,24,10,173741,0.4166666666666667
221,11,2015,0,0,0,
221,11,2014,25,15,163673,0.6
221,11,2013,26,10,152700,0.38461538461538464
221,10,2015,0,0,0,
221,10,2014,26,13,147050,0.5
221,10,2013,26,10,131511,0.38461538461538464
221,9,2015,0,0,0,
221,9,2014,26,12,146627,0.46153846153846156
221,9,2013,25,10,128085,0.4
221,8,2015,0,0,0,
221,8,2014,26,11,161689,0.4230769230769231
221,8,2013,27,12,159481,0.4444444444444444
222,7,2015,27,13,134085,0.48148148148148145
222,7,2014,27,13,131890,0.48148148148148145
222,7,2013,27,13,129953,0.48148148148148145
222,6,2015,26,12,139281,0.46153846153846156
222,6,2014,24,11,126335,0.4583333333333333
222,6,2013,25,10,120338,0.4
222,5,2015,23,11,120424,0.4782608695652174
222,5,2014,25,12,124303,0.48
222,5,2013,24,13,123706,0.5416666666666666
222,4,2015,24,12,126754,0.5
222,4,2014,24,12,127557,0.5
222,4,2013,25,12,123918,0.48
222,3,2015,26,12,132217,0.46153846153846156
222,3,2014,26,11,127008,0.4230769230769231
222,3,2013,25,15,129219,0.6
222,2,2015,24,10,117819,0.4166666666666667
222,2,2014,24,10,119934,0.4166666666666667
222,2,2013,24,10,120598,0.4166666666666667
222,1,2015,26,15,127599,0.5769230769230769
222,1,2014,26,10,123637,0.38461538461538464
222,1,2013,26,10,129834,0.38461538461538464
222,12,2015,0,0,0,
222,12,2014,25,10,139784,0.4
222,12,2013,24,10,134280,0.4166666666666667
222,11,2015,0,0,0,
222,11,2014,25,15,127226,0.6
222,11,2013,26,10,118905,0.38461538461538464
222,10,2015,0,0,0,
222,10,2014,26,13,125966,0.5
222,10,2013,26,10,117677,0.38461538461538464
222,9,2015,0,0,0,
222,9,2014,26,12,125660,0.46153846153846156
222,9,2013,25,10,114116,0.4
222,8,2015,0,0,0,
222,8,2014,26,11,117689,0.4230769230769231
222,8,2013,27,12,128534,0.4444444444444444
223,7,2015,27,13,189057,0.48148148148148145
223,7,2014,27,13,177496,0.48148148148148145
223,7,2013,27,13,189856,0.48148148148148145
223,6,2015,26,12,198994,0.46153846153846156
223,6,2014,24,11,173079,0.4583333333333333
223,6,2013,25,10,167557,0.4
223,5,2015,23,11,174597,0.4782608695652174
223,5,2014,25,12,170665,0.48
223,5,2013,24,13,173344,0.5416666666666666
223,4,2015,24,12,181775,0.5
223,4,2014,24,12,193371,0.5
223,4,2013,25,12,163668,0.48
223,3,2015,26,12,199700,0.46153846153846156
223,3,2014,26,11,205328,0.4230769230769231
223,3,2013,25,15,193012,0.6
223,2,2015,24,10,162526,0.4166666666666667
223,2,2014,24,10,176834,0.4166666666666667
223,2,2013,24,10,149014,0.4166666666666667
223,1,2015,26,15,185442,0.5769230769230769
223,1,2014,26,10,191273,0.38461538461538464
223,1,2013,26,10,157244,0.38461538461538464
223,12,2015,0,0,0,
223,12,2014,25,10,218711,0.4
223,12,2013,24,10,230987,0.4166666666666667
223,11,2015,0,0,0,
223,11,2014,25,15,189940,0.6
223,11,2013,26,10,196251,0.38461538461538464
223,10,2015,0,0,0,
223,10,2014,25,13,168510,0.52
223,10,2013,25,10,177553,0.4
223,9,2015,0,0,0,
223,9,2014,26,12,180599,0.46153846153846156
223,9,2013,25,10,174411,0.4
223,8,2015,0,0,0,
223,8,2014,26,11,162586,0.4230769230769231
223,8,2013,27,12,182729,0.4444444444444444
224,7,2015,27,13,204938,0.48148148148148145
224,7,2014,27,13,183671,0.48148148148148145
224,7,2013,27,13,155961,0.48148148148148145
224,6,2015,25,12,197043,0.48
224,6,2014,23,11,165640,0.4782608695652174
224,6,2013,25,10,137922,0.4
224,5,2015,23,11,176602,0.4782608695652174
224,5,2014,25,12,172776,0.48
224,5,2013,23,13,131392,0.5652173913043478
224,4,2015,24,12,181411,0.5
224,4,2014,24,12,171754,0.5
224,4,2013,25,12,131336,0.48
224,3,2015,26,12,198879,0.46153846153846156
224,3,2014,26,11,168185,0.4230769230769231
224,3,2013,25,15,159379,0.6
224,2,2015,24,10,163182,0.4166666666666667
224,2,2014,24,10,150566,0.4166666666666667
224,2,2013,24,10,120487,0.4166666666666667
224,1,2015,25,15,177326,0.6
224,1,2014,25,10,158030,0.4
224,1,2013,26,10,130296,0.38461538461538464
224,12,2015,0,0,0,
224,12,2014,25,10,216204,0.4
224,12,2013,24,10,199313,0.4166666666666667
224,11,2015,0,0,0,
224,11,2014,24,15,182844,0.625
224,11,2013,25,10,161428,0.4
224,10,2015,0,0,0,
224,10,2014,26,13,178045,0.5
224,10,2013,26,10,148559,0.38461538461538464
224,9,2015,0,0,0,
224,9,2014,26,12,171565,0.46153846153846156
224,9,2013,25,10,139790,0.4
224,8,2015,0,0,0,
224,8,2014,26,11,167300,0.4230769230769231
224,8,2013,27,12,149491,0.4444444444444444
225,7,2015,27,13,152917,0.48148148148148145
225,7,2014,27,13,142873,0.48148148148148145
225,7,2013,27,13,143394,0.48148148148148145
225,6,2015,26,12,137322,0.46153846153846156
225,6,2014,24,11,127925,0.4583333333333333
225,6,2013,25,10,114954,0.4
225,5,2015,24,11,129257,0.4583333333333333
225,5,2014,26,12,131688,0.46153846153846156
225,5,2013,24,13,125672,0.5416666666666666
225,4,2015,24,12,132850,0.5
225,4,2014,24,12,131777,0.5
225,4,2013,25,12,116731,0.48
225,3,2015,26,12,132322,0.46153846153846156
225,3,2014,26,11,124494,0.4230769230769231
225,3,2013,25,15,132176,0.6
225,2,2015,24,10,120657,0.4166666666666667
225,2,2014,24,10,120289,0.4166666666666667
225,2,2013,24,10,112328,0.4166666666666667
225,1,2015,25,15,128342,0.6
225,1,2014,25,10,120396,0.4
225,1,2013,26,10,116688,0.38461538461538464
225,12,2015,0,0,0,
225,12,2014,25,10,164102,0.4
225,12,2013,24,10,163443,0.4166666666666667
225,11,2015,0,0,0,
225,11,2014,25,15,134497,0.6
225,11,2013,26,10,129665,0.38461538461538464
225,10,2015,0,0,0,
225,10,2014,25,13,127625,0.52
225,10,2013,25,10,125948,0.4
225,9,2015,0,0,0,
225,9,2014,26,12,129841,0.46153846153846156
225,9,2013,25,10,119939,0.4
225,8,2015,0,0,0,
225,8,2014,26,11,134340,0.4230769230769231
225,8,2013,27,12,139602,0.4444444444444444
226,7,2015,27,13,182314,0.48148148148148145
226,7,2014,27,13,186331,0.48148148148148145
226,7,2013,27,13,188503,0.48148148148148145
226,6,2015,25,12,176998,0.48
226,6,2014,23,11,170628,0.4782608695652174
226,6,2013,25,10,199290,0.4
226,5,2015,23,11,163781,0.4782608695652174
226,5,2014,25,12,178420,0.48
226,5,2013,23,13,201694,0.5652173913043478
226,4,2015,24,12,172831,0.5
226,4,2014,24,12,182105,0.5
226,4,2013,25,12,206255,0.48
226,3,2015,26,12,186784,0.46153846153846156
226,3,2014,26,11,189420,0.4230769230769231
226,3,2013,25,15,220631,0.6
226,2,2015,24,10,162641,0.4166666666666667
226,2,2014,24,10,168096,0.4166666666666667
226,2,2013,24,10,194942,0.4166666666666667
226,1,2015,26,15,175422,0.5769230769230769
226,1,2014,26,10,173258,0.38461538461538464
226,1,2013,26,10,204442,0.38461538461538464
226,12,2015,0,0,0,
226,12,2014,25,10,194322,0.4
226,12,2013,24,10,196482,0.4166666666666667
226,11,2015,0,0,0,
226,11,2014,25,15,184487,0.6
226,11,2013,26,10,180582,0.38461538461538464
226,10,2015,0,0,0,
226,10,2014,26,13,181327,0.5
226,10,2013,26,10,172766,0.38461538461538464
226,9,2015,0,0,0,
226,9,2014,26,12,180582,0.46153846153846156
226,9,2013,25,10,163418,0.4
226,8,2015,0,0,0,
226,8,2014,26,11,158492,0.4230769230769231
226,8,2013,27,12,170700,0.4444444444444444
227,7,2015,27,13,163420,0.48148148148148145
227,7,2014,27,13,155985,0.48148148148148145
227,7,2013,27,13,157628,0.48148148148148145
227,6,2015,25,12,170099,0.48
227,6,2014,23,11,146391,0.4782608695652174
227,6,2013,25,10,128690,0.4
227,5,2015,23,11,156133,0.4782608695652174
227,5,2014,25,12,149597,0.48
227,5,2013,23,13,138024,0.5652173913043478
227,4,2015,24,12,158634,0.5
227,4,2014,24,12,149271,0.5
227,4,2013,25,12,136589,0.48
227,3,2015,26,12,165668,0.46153846153846156
227,3,2014,26,11,147392,0.4230769230769231
227,3,2013,25,15,146333,0.6
227,2,2015,24,10,144368,0.4166666666666667
227,2,2014,24,10,140623,0.4166666666666667
227,2,2013,24,10,129014,0.4166666666666667
227,1,2015,26,15,160665,0.5769230769230769
227,1,2014,26,10,144242,0.38461538461538464
227,1,2013,26,10,133165,0.38461538461538464
227,12,2015,0,0,0,
227,12,2014,25,10,183521,0.4
227,12,2013,24,10,165096,0.4166666666666667
227,11,2015,0,0,0,
227,11,2014,24,15,157909,0.625
227,11,2013,25,10,139467,0.4
227,10,2015,0,0,0,
227,10,2014,26,13,151245,0.5
227,10,2013,26,10,139299,0.38461538461538464
227,9,2015,0,0,0,
227,9,2014,17,12,133517,0.7058823529411765
227,9,2013,25,10,130818,0.4
227,8,2015,0,0,0,
227,8,2014,24,11,166464,0.4583333333333333
227,8,2013,27,12,134437,0.4444444444444444
228,7,2015,27,13,220033,0.48148148148148145
228,7,2014,27,13,210646,0.48148148148148145
228,7,2013,27,13,215647,0.48148148148148145
228,6,2015,25,12,219917,0.48
228,6,2014,23,11,194845,0.4782608695652174
228,6,2013,25,10,183402,0.4
228,5,2015,23,11,202099,0.4782608695652174
228,5,2014,25,12,199337,0.48
228,5,2013,23,13,186093,0.5652173913043478
228,4,2015,24,12,213145,0.5
228,4,2014,24,12,195131,0.5
228,4,2013,25,12,183323,0.48
228,3,2015,26,12,213938,0.46153846153846156
228,3,2014,26,11,192143,0.4230769230769231
228,3,2013,25,15,196916,0.6
228,2,2015,24,10,189512,0.4166666666666667
228,2,2014,24,10,178539,0.4166666666666667
228,2,2013,24,10,166166,0.4166666666666667
228,1,2015,26,15,216702,0.5769230769230769
228,1,2014,26,10,191600,0.38461538461538464
228,1,2013,26,10,175250,0.38461538461538464
228,12,2015,0,0,0,
228,12,2014,25,10,240672,0.4
228,12,2013,24,10,221157,0.4166666666666667
228,11,2015,0,0,0,
228,11,2014,24,15,211291,0.625
228,11,2013,25,10,198984,0.4
228,10,2015,0,0,0,
228,10,2014,26,13,207565,0.5
228,10,2013,26,10,194644,0.38461538461538464
228,9,2015,0,0,0,
228,9,2014,26,12,198771,0.46153846153846156
228,9,2013,25,10,173564,0.4
228,8,2015,0,0,0,
228,8,2014,26,11,201135,0.4230769230769231
228,8,2013,27,12,197876,0.4444444444444444
229,7,2015,27,13,247009,0.48148148148148145
229,7,2014,27,13,229885,0.48148148148148145
229,7,2013,27,13,227247,0.48148148148148145
229,6,2015,25,12,238500,0.48
229,6,2014,23,11,214485,0.4782608695652174
229,6,2013,25,10,197354,0.4
229,5,2015,23,11,212803,0.4782608695652174
229,5,2014,25,12,216284,0.48
229,5,2013,23,13,200197,0.5652173913043478
229,4,2015,24,12,224991,0.5
229,4,2014,24,12,214584,0.5
229,4,2013,25,12,196255,0.48
229,3,2015,26,12,235223,0.46153846153846156
229,3,2014,26,11,214467,0.4230769230769231
229,3,2013,25,15,221799,0.6
229,2,2015,24,10,195081,0.4166666666666667
229,2,2014,24,10,196196,0.4166666666666667
229,2,2013,24,10,176844,0.4166666666666667
229,1,2015,26,15,226108,0.5769230769230769
229,1,2014,26,10,204233,0.38461538461538464
229,1,2013,26,10,191916,0.38461538461538464
229,12,2015,0,0,0,
229,12,2014,25,10,280766,0.4
229,12,2013,24,10,267683,0.4166666666666667
229,11,2015,0,0,0,
229,11,2014,24,15,223128,0.625
229,11,2013,25,10,213452,0.4
229,10,2015,0,0,0,
229,10,2014,26,13,213332,0.5
229,10,2013,26,10,200034,0.38461538461538464
229,9,2015,0,0,0,
229,9,2014,26,12,222465,0.46153846153846156
229,9,2013,25,10,193957,0.4
229,8,2015,0,0,0,
229,8,2014,26,11,214928,0.4230769230769231
229,8,2013,27,12,223532,0.4444444444444444
230,7,2015,27,13,213051,0.48148148148148145
230,7,2014,27,13,201080,0.48148148148148145
230,7,2013,27,13,188994,0.48148148148148145
230,6,2015,26,12,208364,0.46153846153846156
230,6,2014,24,11,184077,0.4583333333333333
230,6,2013,25,10,171977,0.4
230,5,2015,23,11,194643,0.4782608695652174
230,5,2014,25,12,189404,0.48
230,5,2013,24,13,172022,0.5416666666666666
230,4,2015,24,12,199470,0.5
230,4,2014,24,12,191674,0.5
230,4,2013,25,12,168743,0.48
230,3,2015,26,12,205663,0.46153846153846156
230,3,2014,26,11,191517,0.4230769230769231
230,3,2013,25,15,188236,0.6
230,2,2015,24,10,181614,0.4166666666666667
230,2,2014,24,10,173232,0.4166666666666667
230,2,2013,24,10,160460,0.4166666666666667
230,1,2015,26,15,200340,0.5769230769230769
230,1,2014,26,10,182138,0.38461538461538464
230,1,2013,26,10,167061,0.38461538461538464
230,12,2015,0,0,0,
230,12,2014,25,10,240944,0.4
230,12,2013,24,10,223927,0.4166666666666667
230,11,2015,0,0,0,
230,11,2014,25,15,207491,0.6
230,11,2013,26,10,196245,0.38461538461538464
230,10,2015,0,0,0,
230,10,2014,26,13,188976,0.5
