Store,Year,Promo,Sales,Quarter,Customers,Open,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,PromoRatio,YearQuarter
172,2013,35,640203,1,78113,75,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
172,2015,35,523655,2,62263,72,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
172,2014,35,488254,2,61663,72,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
172,2013,35,469365,2,61264,73,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
172,2015,13,188474,3,22956,27,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
172,2014,0,0,3,0,0,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q3
172,2013,35,479568,3,61381,78,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.44871794871794873,Y2013Q3
172,2015,0,0,4,0,0,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2015Q4
172,2014,0,0,4,0,0,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q4
172,2013,30,530986,4,66043,75,a,a,110.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
173,2015,37,591834,1,72403,76,a,a,350.0,12.0,2012.0,0,,,,0.4868421052631579,Y2015Q1
173,2014,31,604229,1,74885,76,a,a,350.0,12.0,2012.0,0,,,,0.40789473684210525,Y2014Q1
173,2013,35,624843,1,78092,75,a,a,350.0,12.0,2012.0,0,,,,0.4666666666666667,Y2013Q1
173,2015,35,609790,2,72479,73,a,a,350.0,12.0,2012.0,0,,,,0.4794520547945205,Y2015Q2
173,2014,35,625526,2,75939,73,a,a,350.0,12.0,2012.0,0,,,,0.4794520547945205,Y2014Q2
173,2013,35,644655,2,79315,74,a,a,350.0,12.0,2012.0,0,,,,0.47297297297297297,Y2013Q2
173,2015,13,223863,3,25876,27,a,a,350.0,12.0,2012.0,0,,,,0.48148148148148145,Y2015Q3
173,2014,36,625655,3,76830,79,a,a,350.0,12.0,2012.0,0,,,,0.45569620253164556,Y2014Q3
173,2013,35,629900,3,78838,79,a,a,350.0,12.0,2012.0,0,,,,0.4430379746835443,Y2013Q3
173,2015,0,0,4,0,0,a,a,350.0,12.0,2012.0,0,,,,,Y2015Q4
173,2014,38,626993,4,76046,76,a,a,350.0,12.0,2012.0,0,,,,0.5,Y2014Q4
173,2013,30,647214,4,78422,76,a,a,350.0,12.0,2012.0,0,,,,0.39473684210526316,Y2013Q4
174,2015,37,452377,1,36139,75,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.49333333333333335,Y2015Q1
174,2014,31,418485,1,34769,75,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.41333333333333333,Y2014Q1
174,2013,35,395741,1,32467,75,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
174,2015,35,465861,2,36876,72,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
174,2014,35,455417,2,36428,72,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
174,2013,35,417629,2,34082,73,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
174,2015,13,165347,3,13312,27,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
174,2014,0,0,3,0,0,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,Y2014Q3
174,2013,35,453981,3,36973,78,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.44871794871794873,Y2013Q3
174,2015,0,0,4,0,0,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,Y2015Q4
174,2014,0,0,4,0,0,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,Y2014Q4
174,2013,30,467690,4,37217,75,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
175,2015,37,434502,1,51166,76,c,a,4130.0,,,0,,,,0.4868421052631579,Y2015Q1
175,2014,31,415404,1,50819,76,c,a,4130.0,,,0,,,,0.40789473684210525,Y2014Q1
175,2013,35,404855,1,49564,75,c,a,4130.0,,,0,,,,0.4666666666666667,Y2013Q1
175,2015,35,464401,2,53512,73,c,a,4130.0,,,0,,,,0.4794520547945205,Y2015Q2
175,2014,35,448960,2,53553,73,c,a,4130.0,,,0,,,,0.4794520547945205,Y2014Q2
175,2013,35,426054,2,51717,74,c,a,4130.0,,,0,,,,0.47297297297297297,Y2013Q2
175,2015,13,169089,3,18760,27,c,a,4130.0,,,0,,,,0.48148148148148145,Y2015Q3
175,2014,36,445463,3,53643,79,c,a,4130.0,,,0,,,,0.45569620253164556,Y2014Q3
175,2013,35,417472,3,51870,79,c,a,4130.0,,,0,,,,0.4430379746835443,Y2013Q3
175,2015,0,0,4,0,0,c,a,4130.0,,,0,,,,,Y2015Q4
175,2014,38,470761,4,54518,76,c,a,4130.0,,,0,,,,0.5,Y2014Q4
175,2013,30,438125,4,52393,76,c,a,4130.0,,,0,,,,0.39473684210526316,Y2013Q4
176,2015,37,393396,1,46756,76,a,a,3770.0,,,0,,,,0.4868421052631579,Y2015Q1
176,2014,31,389913,1,47964,76,a,a,3770.0,,,0,,,,0.40789473684210525,Y2014Q1
176,2013,35,391354,1,47230,75,a,a,3770.0,,,0,,,,0.4666666666666667,Y2013Q1
176,2015,35,395727,2,46094,72,a,a,3770.0,,,0,,,,0.4861111111111111,Y2015Q2
176,2014,35,390136,2,46632,72,a,a,3770.0,,,0,,,,0.4861111111111111,Y2014Q2
176,2013,35,380537,2,46286,73,a,a,3770.0,,,0,,,,0.4794520547945205,Y2013Q2
176,2015,13,132663,3,15358,27,a,a,3770.0,,,0,,,,0.48148148148148145,Y2015Q3
176,2014,36,388288,3,47177,79,a,a,3770.0,,,0,,,,0.45569620253164556,Y2014Q3
176,2013,35,395090,3,48638,79,a,a,3770.0,,,0,,,,0.4430379746835443,Y2013Q3
176,2015,0,0,4,0,0,a,a,3770.0,,,0,,,,,Y2015Q4
176,2014,38,428653,4,49776,75,a,a,3770.0,,,0,,,,0.5066666666666667,Y2014Q4
176,2013,30,425943,4,50416,75,a,a,3770.0,,,0,,,,0.4,Y2013Q4
177,2015,37,295574,1,35590,75,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.49333333333333335,Y2015Q1
177,2014,31,297676,1,36698,75,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.41333333333333333,Y2014Q1
177,2013,35,297202,1,37336,75,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.4666666666666667,Y2013Q1
177,2015,35,298679,2,35741,73,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.4794520547945205,Y2015Q2
177,2014,35,306571,2,36806,73,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.4794520547945205,Y2014Q2
177,2013,35,293848,2,36843,74,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.47297297297297297,Y2013Q2
177,2015,13,99825,3,12189,27,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.48148148148148145,Y2015Q3
177,2014,36,316213,3,38101,79,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.45569620253164556,Y2014Q3
177,2013,35,293963,3,36342,79,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.4430379746835443,Y2013Q3
177,2015,0,0,4,0,0,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,Y2015Q4
177,2014,38,306597,4,35380,75,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.5066666666666667,Y2014Q4
177,2013,30,309247,4,37490,75,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.4,Y2013Q4
178,2015,37,795080,1,71569,76,d,a,1710.0,,,0,,,,0.4868421052631579,Y2015Q1
178,2014,31,726975,1,68104,76,d,a,1710.0,,,0,,,,0.40789473684210525,Y2014Q1
178,2013,35,685342,1,65403,75,d,a,1710.0,,,0,,,,0.4666666666666667,Y2013Q1
178,2015,35,757169,2,65881,73,d,a,1710.0,,,0,,,,0.4794520547945205,Y2015Q2
178,2014,35,775376,2,71072,73,d,a,1710.0,,,0,,,,0.4794520547945205,Y2014Q2
178,2013,35,688930,2,65746,74,d,a,1710.0,,,0,,,,0.47297297297297297,Y2013Q2
178,2015,13,273796,3,23704,27,d,a,1710.0,,,0,,,,0.48148148148148145,Y2015Q3
178,2014,36,786302,3,72896,79,d,a,1710.0,,,0,,,,0.45569620253164556,Y2014Q3
178,2013,35,734335,3,69589,79,d,a,1710.0,,,0,,,,0.4430379746835443,Y2013Q3
178,2015,0,0,4,0,0,d,a,1710.0,,,0,,,,,Y2015Q4
178,2014,38,858246,4,75130,74,d,a,1710.0,,,0,,,,0.5135135135135135,Y2014Q4
178,2013,30,788591,4,71287,74,d,a,1710.0,,,0,,,,0.40540540540540543,Y2013Q4
179,2015,37,557858,1,72347,76,a,c,480.0,,,0,,,,0.4868421052631579,Y2015Q1
179,2014,31,541505,1,72344,76,a,c,480.0,,,0,,,,0.40789473684210525,Y2014Q1
179,2013,35,500507,1,66134,75,a,c,480.0,,,0,,,,0.4666666666666667,Y2013Q1
179,2015,35,572114,2,72891,72,a,c,480.0,,,0,,,,0.4861111111111111,Y2015Q2
179,2014,35,545310,2,70638,72,a,c,480.0,,,0,,,,0.4861111111111111,Y2014Q2
179,2013,35,486229,2,65937,73,a,c,480.0,,,0,,,,0.4794520547945205,Y2013Q2
179,2015,13,193068,3,24657,27,a,c,480.0,,,0,,,,0.48148148148148145,Y2015Q3
179,2014,36,562841,3,74523,79,a,c,480.0,,,0,,,,0.45569620253164556,Y2014Q3
179,2013,35,525898,3,71063,79,a,c,480.0,,,0,,,,0.4430379746835443,Y2013Q3
179,2015,0,0,4,0,0,a,c,480.0,,,0,,,,,Y2015Q4
179,2014,38,616130,4,78048,75,a,c,480.0,,,0,,,,0.5066666666666667,Y2014Q4
179,2013,30,581559,4,76011,75,a,c,480.0,,,0,,,,0.4,Y2013Q4
180,2015,37,534850,1,61406,76,d,a,5800.0,9.0,2010.0,0,,,,0.4868421052631579,Y2015Q1
180,2014,31,527995,1,62713,76,d,a,5800.0,9.0,2010.0,0,,,,0.40789473684210525,Y2014Q1
180,2013,35,521004,1,62103,75,d,a,5800.0,9.0,2010.0,0,,,,0.4666666666666667,Y2013Q1
180,2015,35,563515,2,62634,73,d,a,5800.0,9.0,2010.0,0,,,,0.4794520547945205,Y2015Q2
180,2014,35,563951,2,65617,73,d,a,5800.0,9.0,2010.0,0,,,,0.4794520547945205,Y2014Q2
180,2013,35,537298,2,63774,74,d,a,5800.0,9.0,2010.0,0,,,,0.47297297297297297,Y2013Q2
180,2015,13,200517,3,21851,27,d,a,5800.0,9.0,2010.0,0,,,,0.48148148148148145,Y2015Q3
180,2014,36,532043,3,63310,79,d,a,5800.0,9.0,2010.0,0,,,,0.45569620253164556,Y2014Q3
180,2013,35,550646,3,66117,79,d,a,5800.0,9.0,2010.0,0,,,,0.4430379746835443,Y2013Q3
180,2015,0,0,4,0,0,d,a,5800.0,9.0,2010.0,0,,,,,Y2015Q4
180,2014,38,568575,4,65062,76,d,a,5800.0,9.0,2010.0,0,,,,0.5,Y2014Q4
180,2013,30,560134,4,66512,76,d,a,5800.0,9.0,2010.0,0,,,,0.39473684210526316,Y2013Q4
181,2015,37,460126,1,47566,75,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.49333333333333335,Y2015Q1
181,2014,31,477375,1,50027,75,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.41333333333333333,Y2014Q1
181,2013,35,451972,1,48969,75,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
181,2015,35,464107,2,47237,72,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
181,2014,35,487564,2,50089,72,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
181,2013,35,458845,2,49882,73,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
181,2015,13,166861,3,17077,27,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
181,2014,0,0,3,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,Y2014Q3
181,2013,35,490784,3,52593,79,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4430379746835443,Y2013Q3
181,2015,0,0,4,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,Y2015Q4
181,2014,0,0,4,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,Y2014Q4
181,2013,30,518787,4,53216,75,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
182,2015,37,425515,1,32498,76,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4868421052631579,Y2015Q1
182,2014,31,383793,1,30900,76,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.40789473684210525,Y2014Q1
182,2013,35,345202,1,27921,75,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4666666666666667,Y2013Q1
182,2015,35,423771,2,32110,72,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4861111111111111,Y2015Q2
182,2014,35,408208,2,32648,72,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4861111111111111,Y2014Q2
182,2013,35,340781,2,27676,73,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4794520547945205,Y2013Q2
182,2015,13,151776,3,11508,27,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.48148148148148145,Y2015Q3
182,2014,36,425004,3,34060,79,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.45569620253164556,Y2014Q3
182,2013,35,370378,3,29960,79,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.4430379746835443,Y2013Q3
182,2015,0,0,4,0,0,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",,Y2015Q4
182,2014,38,461765,4,35037,76,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.5,Y2014Q4
182,2013,30,406742,4,31979,76,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.39473684210526316,Y2013Q4
183,2015,37,333732,1,40969,75,a,a,9670.0,,,0,,,,0.49333333333333335,Y2015Q1
183,2014,31,333247,1,41867,75,a,a,9670.0,,,0,,,,0.41333333333333333,Y2014Q1
183,2013,35,317330,1,40504,75,a,a,9670.0,,,0,,,,0.4666666666666667,Y2013Q1
183,2015,35,384944,2,41551,61,a,a,9670.0,,,0,,,,0.5737704918032787,Y2015Q2
183,2014,35,363419,2,46194,72,a,a,9670.0,,,0,,,,0.4861111111111111,Y2014Q2
183,2013,35,327787,2,43261,73,a,a,9670.0,,,0,,,,0.4794520547945205,Y2013Q2
183,2015,13,144167,3,17462,27,a,a,9670.0,,,0,,,,0.48148148148148145,Y2015Q3
183,2014,0,0,3,0,0,a,a,9670.0,,,0,,,,,Y2014Q3
183,2013,35,375637,3,49886,78,a,a,9670.0,,,0,,,,0.44871794871794873,Y2013Q3
183,2015,0,0,4,0,0,a,a,9670.0,,,0,,,,,Y2015Q4
183,2014,0,0,4,0,0,a,a,9670.0,,,0,,,,,Y2014Q4
183,2013,30,365573,4,45539,75,a,a,9670.0,,,0,,,,0.4,Y2013Q4
184,2015,37,490704,1,43955,76,d,c,3560.0,,,0,,,,0.4868421052631579,Y2015Q1
184,2014,31,481096,1,44825,75,d,c,3560.0,,,0,,,,0.41333333333333333,Y2014Q1
184,2013,35,481749,1,44089,74,d,c,3560.0,,,0,,,,0.47297297297297297,Y2013Q1
184,2015,35,502310,2,43903,72,d,c,3560.0,,,0,,,,0.4861111111111111,Y2015Q2
184,2014,35,489682,2,44022,72,d,c,3560.0,,,0,,,,0.4861111111111111,Y2014Q2
184,2013,35,482435,2,44546,73,d,c,3560.0,,,0,,,,0.4794520547945205,Y2013Q2
184,2015,13,171405,3,14615,27,d,c,3560.0,,,0,,,,0.48148148148148145,Y2015Q3
184,2014,36,490167,3,44462,79,d,c,3560.0,,,0,,,,0.45569620253164556,Y2014Q3
184,2013,35,519222,3,47013,79,d,c,3560.0,,,0,,,,0.4430379746835443,Y2013Q3
184,2015,0,0,4,0,0,d,c,3560.0,,,0,,,,,Y2015Q4
184,2014,38,516059,4,45651,75,d,c,3560.0,,,0,,,,0.5066666666666667,Y2014Q4
184,2013,30,498940,4,45753,75,d,c,3560.0,,,0,,,,0.4,Y2013Q4
185,2015,37,578192,1,42436,76,d,c,1860.0,5.0,2015.0,0,,,,0.4868421052631579,Y2015Q1
185,2014,31,505852,1,39313,76,d,c,1860.0,5.0,2015.0,0,,,,0.40789473684210525,Y2014Q1
185,2013,35,511887,1,39915,75,d,c,1860.0,5.0,2015.0,0,,,,0.4666666666666667,Y2013Q1
185,2015,35,551457,2,40876,73,d,c,1860.0,5.0,2015.0,0,,,,0.4794520547945205,Y2015Q2
185,2014,35,545184,2,41536,73,d,c,1860.0,5.0,2015.0,0,,,,0.4794520547945205,Y2014Q2
185,2013,35,511263,2,39717,74,d,c,1860.0,5.0,2015.0,0,,,,0.47297297297297297,Y2013Q2
185,2015,13,178213,3,13297,27,d,c,1860.0,5.0,2015.0,0,,,,0.48148148148148145,Y2015Q3
185,2014,36,556996,3,42703,79,d,c,1860.0,5.0,2015.0,0,,,,0.45569620253164556,Y2014Q3
185,2013,35,520312,3,40675,79,d,c,1860.0,5.0,2015.0,0,,,,0.4430379746835443,Y2013Q3
185,2015,0,0,4,0,0,d,c,1860.0,5.0,2015.0,0,,,,,Y2015Q4
185,2014,38,610387,4,44662,76,d,c,1860.0,5.0,2015.0,0,,,,0.5,Y2014Q4
185,2013,30,552021,4,42329,76,d,c,1860.0,5.0,2015.0,0,,,,0.39473684210526316,Y2013Q4
186,2015,37,298978,1,28680,75,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.49333333333333335,Y2015Q1
186,2014,31,262785,1,27971,75,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.41333333333333333,Y2014Q1
186,2013,35,277125,1,28181,75,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
186,2015,35,294310,2,27819,72,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
186,2014,35,269071,2,27484,72,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
186,2013,35,264675,2,27292,73,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
186,2015,13,106951,3,10122,27,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
186,2014,0,0,3,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q3
186,2013,35,278841,3,28659,78,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.44871794871794873,Y2013Q3
186,2015,0,0,4,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2015Q4
186,2014,0,0,4,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q4
186,2013,30,300812,4,30811,75,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
187,2015,37,458708,1,56013,76,a,c,19360.0,,,0,,,,0.4868421052631579,Y2015Q1
187,2014,31,448979,1,56694,76,a,c,19360.0,,,0,,,,0.40789473684210525,Y2014Q1
187,2013,35,452945,1,56766,75,a,c,19360.0,,,0,,,,0.4666666666666667,Y2013Q1
187,2015,35,468627,2,56936,73,a,c,19360.0,,,0,,,,0.4794520547945205,Y2015Q2
187,2014,35,458153,2,57868,73,a,c,19360.0,,,0,,,,0.4794520547945205,Y2014Q2
187,2013,35,444358,2,57598,74,a,c,19360.0,,,0,,,,0.47297297297297297,Y2013Q2
187,2015,13,172736,3,20012,27,a,c,19360.0,,,0,,,,0.48148148148148145,Y2015Q3
187,2014,36,492453,3,60934,79,a,c,19360.0,,,0,,,,0.45569620253164556,Y2014Q3
187,2013,35,488419,3,62361,79,a,c,19360.0,,,0,,,,0.4430379746835443,Y2013Q3
187,2015,0,0,4,0,0,a,c,19360.0,,,0,,,,,Y2015Q4
187,2014,38,526771,4,61686,76,a,c,19360.0,,,0,,,,0.5,Y2014Q4
187,2013,30,511162,4,61287,76,a,c,19360.0,,,0,,,,0.39473684210526316,Y2013Q4
188,2015,37,393860,1,34080,76,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4868421052631579,Y2015Q1
188,2014,31,362235,1,32674,76,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.40789473684210525,Y2014Q1
188,2013,35,345746,1,30939,75,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4666666666666667,Y2013Q1
188,2015,35,395820,2,33170,72,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4861111111111111,Y2015Q2
188,2014,35,367840,2,32085,72,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4861111111111111,Y2014Q2
188,2013,35,333065,2,30198,73,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4794520547945205,Y2013Q2
188,2015,13,156079,3,13371,27,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.48148148148148145,Y2015Q3
188,2014,36,376415,3,32860,79,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.45569620253164556,Y2014Q3
188,2013,35,355543,3,32554,79,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4430379746835443,Y2013Q3
188,2015,0,0,4,0,0,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",,Y2015Q4
188,2014,38,423220,4,35949,75,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.5066666666666667,Y2014Q4
188,2013,30,375013,4,33509,75,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov",0.4,Y2013Q4
189,2015,37,629803,1,60320,76,d,a,5760.0,7.0,2014.0,0,,,,0.4868421052631579,Y2015Q1
189,2014,31,649524,1,63156,76,d,a,5760.0,7.0,2014.0,0,,,,0.40789473684210525,Y2014Q1
189,2013,35,647577,1,61722,75,d,a,5760.0,7.0,2014.0,0,,,,0.4666666666666667,Y2013Q1
189,2015,35,633028,2,59643,72,d,a,5760.0,7.0,2014.0,0,,,,0.4861111111111111,Y2015Q2
189,2014,35,665581,2,63611,72,d,a,5760.0,7.0,2014.0,0,,,,0.4861111111111111,Y2014Q2
189,2013,35,649422,2,61907,73,d,a,5760.0,7.0,2014.0,0,,,,0.4794520547945205,Y2013Q2
189,2015,13,233160,3,21608,27,d,a,5760.0,7.0,2014.0,0,,,,0.48148148148148145,Y2015Q3
189,2014,36,649558,3,62923,79,d,a,5760.0,7.0,2014.0,0,,,,0.45569620253164556,Y2014Q3
189,2013,35,677878,3,65259,79,d,a,5760.0,7.0,2014.0,0,,,,0.4430379746835443,Y2013Q3
189,2015,0,0,4,0,0,d,a,5760.0,7.0,2014.0,0,,,,,Y2015Q4
189,2014,38,685462,4,64798,75,d,a,5760.0,7.0,2014.0,0,,,,0.5066666666666667,Y2014Q4
189,2013,30,705329,4,67174,75,d,a,5760.0,7.0,2014.0,0,,,,0.4,Y2013Q4
190,2015,37,565938,1,50358,75,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.49333333333333335,Y2015Q1
190,2014,31,509381,1,48269,75,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.41333333333333333,Y2014Q1
190,2013,35,499614,1,45347,75,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
190,2015,35,580873,2,51102,72,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2015Q2
190,2014,35,530139,2,48755,72,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4861111111111111,Y2014Q2
190,2013,35,498172,2,45987,73,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4794520547945205,Y2013Q2
190,2015,13,212545,3,18841,27,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.48148148148148145,Y2015Q3
190,2014,0,0,3,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q3
190,2013,35,518699,3,48314,78,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.44871794871794873,Y2013Q3
190,2015,0,0,4,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2015Q4
190,2014,0,0,4,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,Y2014Q4
190,2013,30,562389,4,51124,75,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4,Y2013Q4
191,2015,37,485443,1,50166,75,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.49333333333333335,Y2015Q1
191,2014,31,463837,1,49874,75,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.41333333333333333,Y2014Q1
191,2013,35,537583,1,53667,75,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.4666666666666667,Y2013Q1
