Store,Year,Promo,Sales,Quarter,Customers,Open,PromoFrequencyRatio,YearQuarter,prev1Quarter,prevQuarterChange
107,2013,35,514490,1,67769,75,0.4666666666666667,1,0.0,0.0
107,2015,35,576849,2,73263,73,0.4794520547945205,10,837.0,26157.0
107,2014,35,549440,2,70961,73,0.4794520547945205,6,6541.0,28098.0
107,2013,35,522985,2,69165,74,0.472972972972973,2,8495.0,8495.0
107,2015,13,209826,3,26210,27,0.4814814814814815,11,-367023.0,-367860.0
107,2014,36,561191,3,73207,79,0.4556962025316456,7,11751.0,5210.0
107,2013,35,532406,3,70648,79,0.4430379746835443,3,9421.0,926.0
107,2015,0,0,4,0,0,,12,-209826.0,157197.0
107,2014,38,601332,4,77602,76,0.5,8,40141.0,28390.0
107,2013,30,564456,4,74060,76,0.3947368421052632,4,32050.0,22629.0
108,2015,37,903702,1,66417,75,0.4933333333333334,9,903702.0,903702.0
108,2014,31,805116,1,63619,75,0.4133333333333333,5,-30470.0,-59727.0
108,2013,35,675946,1,54171,75,0.4666666666666667,1,0.0,0.0
108,2015,35,932248,2,67312,72,0.4861111111111111,10,28546.0,-875156.0
108,2014,35,831267,2,64816,72,0.4861111111111111,6,26151.0,56621.0
108,2013,35,735413,2,58183,73,0.4794520547945205,2,59467.0,59467.0
108,2015,13,338387,3,24309,27,0.4814814814814815,11,-593861.0,-622407.0
108,2014,0,0,3,0,0,,7,-831267.0,-857418.0
108,2013,35,806329,3,64114,78,0.4487179487179487,3,70916.0,11449.0
108,2015,0,0,4,0,0,,12,-338387.0,255474.0
108,2014,0,0,4,0,0,,8,0.0,831267.0
108,2013,30,835586,4,65001,75,0.4,4,29257.0,-41659.0
109,2015,37,493896,1,55733,76,0.4868421052631579,9,-49634.0,-94237.0
109,2014,31,465758,1,54516,76,0.4078947368421053,5,-59238.0,-95834.0
109,2013,35,464461,1,54339,75,0.4666666666666667,1,0.0,0.0
109,2015,35,489657,2,55606,73,0.4794520547945205,10,-4239.0,45395.0
109,2014,35,471917,2,54697,73,0.4794520547945205,6,6159.0,65397.0
109,2013,35,445881,2,53507,74,0.472972972972973,2,-18580.0,-18580.0
109,2015,13,180607,3,19813,27,0.4814814814814815,11,-309050.0,-304811.0
109,2014,36,498927,3,57627,79,0.4556962025316456,7,27010.0,20851.0
109,2013,35,488400,3,57834,79,0.4430379746835443,3,42519.0,61099.0
109,2015,0,0,4,0,0,,12,-180607.0,128443.0
109,2014,38,543530,4,59781,76,0.5,8,44603.0,17593.0
109,2013,30,524996,4,58570,76,0.3947368421052632,4,36596.0,-5923.0
110,2015,37,301311,1,38717,76,0.4868421052631579,9,-64334.0,-43159.0
110,2014,31,302130,1,40492,76,0.4078947368421053,5,-65379.0,-39304.0
110,2013,35,324277,1,43330,75,0.4666666666666667,1,0.0,0.0
110,2015,35,320553,2,41103,73,0.4794520547945205,10,19242.0,83576.0
110,2014,35,327311,2,43047,73,0.4794520547945205,6,25181.0,90560.0
110,2013,35,330956,2,45435,74,0.472972972972973,2,6679.0,6679.0
110,2015,13,134897,3,16729,27,0.4814814814814815,11,-185656.0,-204898.0
110,2014,36,386820,3,49458,79,0.4556962025316456,7,59509.0,34328.0
110,2013,35,393584,3,51814,79,0.4430379746835443,3,62628.0,55949.0
110,2015,0,0,4,0,0,,12,-134897.0,50759.0
110,2014,38,365645,4,44429,76,0.5,8,-21175.0,-80684.0
110,2013,30,367509,4,45998,76,0.3947368421052632,4,-26075.0,-88703.0
111,2015,37,498050,1,43128,76,0.4868421052631579,9,-46639.0,-72765.0
111,2014,31,483915,1,43448,76,0.4078947368421053,5,-61655.0,-92602.0
111,2013,35,478844,1,43029,75,0.4666666666666667,1,0.0,0.0
111,2015,35,516560,2,44122,72,0.4861111111111111,10,18510.0,65149.0
111,2014,35,519620,2,45928,72,0.4861111111111111,6,35705.0,97360.0
111,2013,35,481529,2,44161,73,0.4794520547945205,2,2685.0,2685.0
111,2015,13,186770,3,15659,27,0.4814814814814815,11,-329790.0,-348300.0
111,2014,36,518563,3,46078,79,0.4556962025316456,7,-1057.0,-36762.0
111,2013,35,514623,3,46817,79,0.4430379746835443,3,33094.0,30409.0
111,2015,0,0,4,0,0,,12,-186770.0,143020.0
111,2014,38,544689,4,46598,76,0.5,8,26126.0,27183.0
111,2013,30,545570,4,47816,76,0.3947368421052632,4,30947.0,-2147.0
112,2015,37,467657,1,58358,76,0.4868421052631579,9,-41424.0,-79635.0
112,2014,31,470144,1,59501,76,0.4078947368421053,5,-31180.0,-80979.0
112,2013,35,454611,1,58003,75,0.4666666666666667,1,0.0,0.0
112,2015,35,472358,2,56908,73,0.4794520547945205,10,4701.0,46125.0
112,2014,35,464133,2,56681,73,0.4794520547945205,6,-6011.0,25169.0
112,2013,35,444940,2,56664,74,0.472972972972973,2,-9671.0,-9671.0
112,2015,13,177245,3,20720,27,0.4814814814814815,11,-295113.0,-299814.0
112,2014,36,470870,3,58697,79,0.4556962025316456,7,6737.0,12748.0
112,2013,35,451525,3,58405,79,0.4430379746835443,3,6585.0,16256.0
112,2015,0,0,4,0,0,,12,-177245.0,117868.0
112,2014,38,509081,4,62106,76,0.5,8,38211.0,31474.0
112,2013,30,501324,4,62336,76,0.3947368421052632,4,49799.0,43214.0
113,2015,37,437547,1,44101,75,0.4933333333333334,9,437547.0,437547.0
113,2014,31,601913,1,57702,75,0.4133333333333333,5,-29175.0,-55529.0
113,2013,35,548071,1,52886,75,0.4666666666666667,1,0.0,0.0
113,2015,35,441173,2,44411,72,0.4861111111111111,10,3626.0,-433921.0
113,2014,35,500713,2,49467,72,0.4861111111111111,6,-101200.0,-72025.0
113,2013,35,553992,2,53717,73,0.4794520547945205,2,5921.0,5921.0
113,2015,13,158595,3,15969,27,0.4814814814814815,11,-282578.0,-286204.0
113,2014,0,0,3,0,0,,7,-500713.0,-399513.0
113,2013,35,604734,3,57587,78,0.4487179487179487,3,50742.0,44821.0
113,2015,0,0,4,0,0,,12,-158595.0,123983.0
113,2014,0,0,4,0,0,,8,0.0,500713.0
113,2013,30,631088,4,59133,75,0.4,4,26354.0,-24388.0
114,2015,37,398851,1,44436,76,0.4868421052631579,9,-40141.0,-73626.0
114,2014,31,391104,1,45406,76,0.4078947368421053,5,-48348.0,-78645.0
114,2013,35,384475,1,45974,75,0.4666666666666667,1,0.0,0.0
114,2015,35,401202,2,43776,73,0.4794520547945205,10,2351.0,42492.0
114,2014,35,401903,2,44962,73,0.4794520547945205,6,10799.0,59147.0
114,2013,35,378441,2,45038,74,0.472972972972973,2,-6034.0,-6034.0
114,2015,13,142621,3,15175,27,0.4814814814814815,11,-258581.0,-260932.0
114,2014,36,405507,3,45925,79,0.4556962025316456,7,3604.0,-7195.0
114,2013,35,409155,3,47754,79,0.4430379746835443,3,30714.0,36748.0
114,2015,0,0,4,0,0,,12,-142621.0,115960.0
114,2014,38,438992,4,48125,76,0.5,8,33485.0,29881.0
114,2013,30,439452,4,50199,76,0.3947368421052632,4,30297.0,-417.0
115,2015,37,595685,1,42191,75,0.4933333333333334,9,595685.0,595685.0
115,2014,31,523687,1,40676,75,0.4133333333333333,5,-54367.0,-92809.0
115,2013,35,468754,1,36514,75,0.4666666666666667,1,0.0,0.0
115,2015,35,599730,2,42675,72,0.4861111111111111,10,4045.0,-591640.0
115,2014,35,566048,2,42258,72,0.4861111111111111,6,42361.0,96728.0
115,2013,35,491820,2,38022,73,0.4794520547945205,2,23066.0,23066.0
115,2015,13,221801,3,15719,27,0.4814814814814815,11,-377929.0,-381974.0
115,2014,0,0,3,0,0,,7,-566048.0,-608409.0
115,2013,35,539612,3,41799,78,0.4487179487179487,3,47792.0,24726.0
115,2015,0,0,4,0,0,,12,-221801.0,156128.0
115,2014,0,0,4,0,0,,8,0.0,566048.0
115,2013,30,578054,4,43518,75,0.4,4,38442.0,-9350.0
116,2015,37,551859,1,56729,76,0.4868421052631579,9,-27947.0,-73604.0
116,2014,31,519727,1,55612,76,0.4078947368421053,5,-42038.0,-57216.0
116,2013,35,586615,1,60111,75,0.4666666666666667,1,0.0,0.0
116,2015,35,550662,2,55780,73,0.4794520547945205,10,-1197.0,26750.0
116,2014,35,528687,2,55756,73,0.4794520547945205,6,8960.0,50998.0
116,2013,35,560975,2,58386,74,0.472972972972973,2,-25640.0,-25640.0
116,2015,13,190797,3,19504,27,0.4814814814814815,11,-359865.0,-358668.0
116,2014,36,534149,3,56755,79,0.4556962025316456,7,5462.0,-3498.0
116,2013,35,546587,3,58133,78,0.4487179487179487,3,-14388.0,11252.0
116,2015,0,0,4,0,0,,12,-190797.0,169068.0
116,2014,38,579806,4,58462,76,0.5,8,45657.0,40195.0
116,2013,30,561765,4,58480,76,0.3947368421052632,4,15178.0,29566.0
117,2015,37,291732,1,36771,76,0.4868421052631579,9,-27654.0,-57838.0
117,2014,31,285671,1,36764,76,0.4078947368421053,5,-16552.0,-26306.0
117,2013,35,289514,1,37600,75,0.4666666666666667,1,0.0,0.0
117,2015,35,286923,2,35784,72,0.4861111111111111,10,-4809.0,22845.0
117,2014,35,285995,2,36014,72,0.4861111111111111,6,324.0,16876.0
117,2013,35,283876,2,36759,73,0.4794520547945205,2,-5638.0,-5638.0
117,2015,13,97053,3,11739,27,0.4814814814814815,11,-189870.0,-185061.0
117,2014,36,289202,3,36980,79,0.4556962025316456,7,3207.0,2883.0
117,2013,35,292469,3,37490,79,0.4430379746835443,3,8593.0,14231.0
117,2015,0,0,4,0,0,,12,-97053.0,92817.0
117,2014,38,319386,4,38962,75,0.5066666666666667,8,30184.0,26977.0
117,2013,30,302223,4,38456,75,0.4,4,9754.0,1161.0
118,2015,37,611350,1,52109,76,0.4868421052631579,9,-37995.0,-62874.0
118,2014,31,562439,1,49629,76,0.4078947368421053,5,-29366.0,-51362.0
118,2013,35,503135,1,44595,75,0.4666666666666667,1,0.0,0.0
118,2015,35,633754,2,53114,72,0.4861111111111111,10,22404.0,60399.0
118,2014,35,596498,2,51672,73,0.4794520547945205,6,34059.0,63425.0
118,2013,35,509888,2,45982,73,0.4794520547945205,2,6753.0,6753.0
118,2015,13,232727,3,19018,27,0.4814814814814815,11,-401027.0,-423431.0
118,2014,36,624466,3,54394,79,0.4556962025316456,7,27968.0,-6091.0
118,2013,35,569809,3,51534,79,0.4430379746835443,3,59921.0,53168.0
118,2015,0,0,4,0,0,,12,-232727.0,168300.0
118,2014,38,649345,4,54673,76,0.5,8,24879.0,-3089.0
118,2013,30,591805,4,51557,76,0.3947368421052632,4,21996.0,-37925.0
119,2015,37,451558,1,49403,76,0.4868421052631579,9,-51219.0,-97498.0
119,2014,31,440778,1,50061,76,0.4078947368421053,5,-42388.0,-73859.0
119,2013,35,432585,1,49810,75,0.4666666666666667,1,0.0,0.0
119,2015,35,456840,2,49316,73,0.4794520547945205,10,5282.0,56501.0
119,2014,35,445643,2,49442,73,0.4794520547945205,6,4865.0,47253.0
119,2013,35,425344,2,48871,74,0.472972972972973,2,-7241.0,-7241.0
119,2015,13,161103,3,17147,27,0.4814814814814815,11,-295737.0,-301019.0
119,2014,36,456498,3,50392,79,0.4556962025316456,7,10855.0,5990.0
119,2013,35,451695,3,51397,79,0.4430379746835443,3,26351.0,33592.0
119,2015,0,0,4,0,0,,12,-161103.0,134634.0
119,2014,38,502777,4,52985,76,0.5,8,46279.0,35424.0
119,2013,30,483166,4,52508,76,0.3947368421052632,4,31471.0,5120.0
120,2015,37,532756,1,47575,76,0.4868421052631579,9,-35954.0,-71572.0
120,2014,31,520539,1,47214,76,0.4078947368421053,5,-24947.0,-34049.0
120,2013,35,529753,1,47237,75,0.4666666666666667,1,0.0,0.0
120,2015,35,538182,2,47526,72,0.4861111111111111,10,5426.0,41380.0
120,2014,35,532890,2,47964,72,0.4861111111111111,6,12351.0,37298.0
120,2013,35,522059,2,47283,73,0.4794520547945205,2,-7694.0,-7694.0
120,2015,13,193139,3,16942,27,0.4814814814814815,11,-345043.0,-350469.0
120,2014,36,533092,3,47983,79,0.4556962025316456,7,202.0,-12149.0
120,2013,35,536384,3,48893,79,0.4430379746835443,3,14325.0,22019.0
120,2015,0,0,4,0,0,,12,-193139.0,151904.0
120,2014,38,568710,4,50535,76,0.5,8,35618.0,35416.0
120,2013,30,545486,4,49279,76,0.3947368421052632,4,9102.0,-5223.0
121,2015,37,324932,1,35650,76,0.4868421052631579,9,-45058.0,-74596.0
121,2014,31,315008,1,36492,76,0.4078947368421053,5,-56776.0,-94849.0
121,2013,35,334891,1,41235,75,0.4666666666666667,1,0.0,0.0
121,2015,35,327181,2,35488,73,0.4794520547945205,10,2249.0,47307.0
121,2014,35,330934,2,37055,73,0.4794520547945205,6,15926.0,72702.0
121,2013,35,313123,2,38237,74,0.472972972972973,2,-21768.0,-21768.0
121,2015,13,111468,3,12038,27,0.4814814814814815,11,-215713.0,-217962.0
121,2014,36,340452,3,37850,79,0.4556962025316456,7,9518.0,-6408.0
121,2013,35,333711,3,38956,79,0.4430379746835443,3,20588.0,42356.0
121,2015,0,0,4,0,0,,12,-111468.0,104245.0
121,2014,38,369990,4,39569,74,0.5135135135135135,8,29538.0,20020.0
121,2013,30,371784,4,40638,74,0.40540540540540543,4,38073.0,17485.0
122,2015,37,436712,1,50729,79,0.4683544303797468,9,-105069.0,67605.0
122,2014,31,420476,1,51343,78,0.3974358974358974,5,-100771.0,65842.0
122,2013,35,418119,1,51355,79,0.4430379746835443,1,0.0,0.0
122,2015,35,590294,2,71330,89,0.39325842696629215,10,153582.0,258651.0
122,2014,35,583859,2,72685,89,0.39325842696629215,6,163383.0,264154.0
122,2013,35,532337,2,69490,90,0.3888888888888889,2,114218.0,114218.0
122,2015,13,271743,3,32593,31,0.41935483870967744,11,-318551.0,-472133.0
122,2014,36,714455,3,89370,92,0.39130434782608703,7,130596.0,-32787.0
122,2013,35,687860,3,89267,92,0.3804347826086957,3,155523.0,41305.0
122,2015,0,0,4,0,0,,12,-271743.0,46808.0
122,2014,38,541781,4,62402,83,0.4578313253012048,8,-172674.0,-303270.0
122,2013,30,521247,4,61932,83,0.3614457831325301,4,-166613.0,-322136.0
123,2015,37,582502,1,66133,75,0.4933333333333334,9,-94540.0,-156641.0
123,2014,31,588312,1,68071,75,0.4133333333333333,5,-101181.0,-146680.0
123,2013,35,619737,1,70900,75,0.4666666666666667,1,0.0,0.0
123,2015,35,610652,2,70100,73,0.4794520547945205,10,28150.0,122690.0
123,2014,35,613568,2,71295,73,0.4794520547945205,6,25256.0,126437.0
123,2013,35,584982,2,70814,74,0.472972972972973,2,-34755.0,-34755.0
123,2015,13,225366,3,25349,27,0.4814814814814815,11,-385286.0,-413436.0
123,2014,36,614941,3,66500,67,0.5373134328358209,7,1373.0,-23883.0
123,2013,35,643994,3,77010,79,0.4430379746835443,3,59012.0,93767.0
123,2015,0,0,4,0,0,,12,-225366.0,159920.0
123,2014,38,677042,4,74619,75,0.5066666666666667,8,62101.0,60728.0
123,2013,30,689493,4,76318,75,0.4,4,45499.0,-13513.0
124,2015,37,344647,1,40470,76,0.4868421052631579,9,-12355.0,-28960.0
124,2014,31,319565,1,39673,76,0.4078947368421053,5,12712.0,17801.0
124,2013,35,323449,1,38010,75,0.4666666666666667,1,0.0,0.0
124,2015,35,361109,2,41489,72,0.4861111111111111,10,16462.0,28817.0
124,2014,35,330690,2,39296,72,0.4861111111111111,6,11125.0,-1587.0
124,2013,35,333982,2,39753,73,0.4794520547945205,2,10533.0,10533.0
124,2015,13,116774,3,13423,27,0.4814814814814815,11,-244335.0,-260797.0
124,2014,36,340397,3,40439,79,0.4556962025316456,7,9707.0,-1418.0
124,2013,35,311942,3,37957,79,0.4430379746835443,3,-22040.0,-32573.0
124,2015,0,0,4,0,0,,12,-116774.0,127561.0
124,2014,38,357002,4,41535,75,0.5066666666666667,8,16605.0,6898.0
124,2013,30,306853,4,37462,75,0.4,4,-5089.0,16951.0
125,2015,37,878672,1,114873,76,0.4868421052631579,9,-54437.0,-95407.0
125,2014,31,848566,1,115100,76,0.4078947368421053,5,-70722.0,-104414.0
125,2013,35,883448,1,116801,75,0.4666666666666667,1,0.0,0.0
125,2015,35,915184,2,118193,73,0.4794520547945205,10,36512.0,90949.0
125,2014,35,882034,2,117779,73,0.4794520547945205,6,33468.0,104190.0
125,2013,35,910465,2,122357,74,0.472972972972973,2,27017.0,27017.0
125,2015,13,331588,3,42073,27,0.4814814814814815,11,-583596.0,-620108.0
125,2014,36,892139,3,120853,79,0.4556962025316456,7,10105.0,-23363.0
125,2013,35,885596,3,121565,79,0.4430379746835443,3,-24869.0,-51886.0
125,2015,0,0,4,0,0,,12,-331588.0,252008.0
125,2014,38,933109,4,121606,76,0.5,8,40970.0,30865.0
125,2013,30,919288,4,122770,76,0.3947368421052632,4,33692.0,58561.0
126,2015,37,407645,1,38008,76,0.4868421052631579,9,-26143.0,2980.0
126,2014,31,437091,1,40909,76,0.4078947368421053,5,-162305.0,-81129.0
126,2013,35,530308,1,40878,75,0.4666666666666667,1,0.0,0.0
126,2015,35,416972,2,37858,72,0.4861111111111111,10,9327.0,35470.0
126,2014,35,459096,2,41653,72,0.4861111111111111,6,22005.0,184310.0
126,2013,35,497801,2,41273,73,0.4794520547945205,2,-32507.0,-32507.0
126,2015,13,143960,3,13075,27,0.4814814814814815,11,-273012.0,-282339.0
126,2014,36,462911,3,42364,79,0.4556962025316456,7,3815.0,-18190.0
126,2013,35,680572,3,43616,79,0.4430379746835443,3,182771.0,215278.0
126,2015,0,0,4,0,0,,12,-143960.0,129052.0
126,2014,38,433788,4,40303,75,0.5066666666666667,8,-29123.0,-32938.0
126,2013,30,599396,4,43693,75,0.4,4,-81176.0,-263947.0
127,2015,37,398193,1,50025,75,0.4933333333333334,9,398193.0,398193.0
127,2014,31,384230,1,48802,75,0.4133333333333333,5,-17551.0,-32120.0
127,2013,35,381867,1,48569,75,0.4666666666666667,1,0.0,0.0
127,2015,35,402413,2,49024,72,0.4861111111111111,10,4220.0,-393973.0
127,2014,35,393517,2,49261,72,0.4861111111111111,6,9287.0,26838.0
127,2013,35,372225,2,47899,73,0.4794520547945205,2,-9642.0,-9642.0
127,2015,13,141932,3,17689,27,0.4814814814814815,11,-260481.0,-264701.0
127,2014,0,0,3,0,0,,7,-393517.0,-402804.0
127,2013,35,387212,3,49422,79,0.4430379746835443,3,14987.0,24629.0
127,2015,0,0,4,0,0,,12,-141932.0,118549.0
127,2014,0,0,4,0,0,,8,0.0,393517.0
127,2013,30,401781,4,50332,75,0.4,4,14569.0,-418.0
128,2015,37,622474,1,48849,76,0.4868421052631579,9,-49344.0,-132885.0
128,2014,31,554378,1,45266,76,0.4078947368421053,5,-38549.0,-130068.0
128,2013,35,424078,1,34799,75,0.4666666666666667,1,0.0,0.0
128,2015,35,622707,2,48660,72,0.4861111111111111,10,233.0,49577.0
128,2014,35,571950,2,46313,72,0.4861111111111111,6,17572.0,56121.0
128,2013,35,441183,2,37014,73,0.4794520547945205,2,17105.0,17105.0
128,2015,13,230899,3,17790,27,0.4814814814814815,11,-391808.0,-392041.0
128,2014,36,588277,3,47344,79,0.4556962025316456,7,16327.0,-1245.0
128,2013,35,501408,3,41346,79,0.4430379746835443,3,60225.0,43120.0
128,2015,0,0,4,0,0,,12,-230899.0,160909.0
128,2014,38,671818,4,50623,76,0.5,8,83541.0,67214.0
128,2013,30,592927,4,46443,76,0.3947368421052632,4,91519.0,31294.0
129,2015,37,655317,1,81452,75,0.4933333333333334,9,655317.0,655317.0
129,2014,31,672102,1,84855,75,0.4133333333333333,5,-91200.0,-145717.0
129,2013,35,669278,1,85175,75,0.4666666666666667,1,0.0,0.0
129,2015,35,672592,2,83214,72,0.4861111111111111,10,17275.0,-638042.0
129,2014,35,694474,2,88055,72,0.4861111111111111,6,22372.0,113572.0
129,2013,35,670741,2,86368,73,0.4794520547945205,2,1463.0,1463.0
129,2015,13,220860,3,29484,27,0.4814814814814815,11,-451732.0,-469007.0
129,2014,0,0,3,0,0,,7,-694474.0,-716846.0
129,2013,35,708785,3,91976,78,0.4487179487179487,3,38044.0,36581.0
129,2015,0,0,4,0,0,,12,-220860.0,230872.0
129,2014,0,0,4,0,0,,8,0.0,694474.0
129,2013,30,763302,4,94339,75,0.4,4,54517.0,16473.0
130,2015,37,395814,1,43862,76,0.4868421052631579,9,-15824.0,-33973.0
130,2014,31,372768,1,43780,76,0.4078947368421053,5,-18158.0,-36558.0
130,2013,35,371521,1,43133,75,0.4666666666666667,1,0.0,0.0
130,2015,35,387909,2,41776,72,0.4861111111111111,10,-7905.0,7919.0
130,2014,35,393582,2,43567,72,0.4861111111111111,6,20814.0,38972.0
130,2013,35,370097,2,42197,73,0.4794520547945205,2,-1424.0,-1424.0
130,2015,13,139280,3,15104,27,0.4814814814814815,11,-248629.0,-240724.0
130,2014,36,393489,3,43244,79,0.4556962025316456,7,-93.0,-20907.0
130,2013,35,372526,3,42763,79,0.4430379746835443,3,2429.0,3853.0
130,2015,0,0,4,0,0,,12,-139280.0,109349.0
130,2014,38,411638,4,44602,76,0.5,8,18149.0,18242.0
130,2013,30,390926,4,44067,76,0.3947368421052632,4,18400.0,15971.0
131,2015,37,374766,1,38583,76,0.4868421052631579,9,-6927.0,-37593.0
131,2014,31,409981,1,43693,76,0.4078947368421053,5,-39400.0,-53881.0
131,2013,35,423950,1,45726,75,0.4666666666666667,1,0.0,0.0
131,2015,35,383221,2,39443,72,0.4861111111111111,10,8455.0,15382.0
131,2014,35,349787,2,37572,72,0.4861111111111111,6,-60194.0,-20794.0
131,2013,35,420140,2,45136,73,0.4794520547945205,2,-3810.0,-3810.0
131,2015,13,130694,3,13369,27,0.4814814814814815,11,-252527.0,-260982.0
131,2014,36,351027,3,38248,79,0.4556962025316456,7,1240.0,61434.0
131,2013,35,434900,3,46824,79,0.4430379746835443,3,14760.0,18570.0
131,2015,0,0,4,0,0,,12,-130694.0,121833.0
131,2014,38,381693,4,39759,75,0.5066666666666667,8,30666.0,29426.0
131,2013,30,449381,4,47028,75,0.4,4,14481.0,-279.0
132,2015,37,531124,1,47274,75,0.4933333333333334,9,531124.0,531124.0
132,2014,31,456296,1,43756,75,0.4133333333333333,5,-13567.0,-48733.0
132,2013,35,362124,1,34870,75,0.4666666666666667,1,0.0,0.0
132,2015,35,552919,2,48541,72,0.4861111111111111,10,21795.0,-509329.0
132,2014,35,501162,2,46495,72,0.4861111111111111,6,44866.0,58433.0
132,2013,35,396742,2,38590,73,0.4794520547945205,2,34618.0,34618.0
132,2015,13,203258,3,17546,27,0.4814814814814815,11,-349661.0,-371456.0
132,2014,0,0,3,0,0,,7,-501162.0,-546028.0
132,2013,35,434697,3,41507,78,0.4487179487179487,3,37955.0,3337.0
132,2015,0,0,4,0,0,,12,-203258.0,146403.0
132,2014,0,0,4,0,0,,8,0.0,501162.0
132,2013,30,469863,4,43677,75,0.4,4,35166.0,-2789.0
133,2015,37,469532,1,52927,76,0.4868421052631579,9,-50768.0,-92380.0
133,2014,31,434200,1,53523,76,0.4078947368421053,5,-44845.0,-10427.0
133,2013,35,551186,1,64155,75,0.4666666666666667,1,0.0,0.0
133,2015,35,448350,2,50074,73,0.4794520547945205,10,-21182.0,29586.0
133,2014,35,459858,2,54973,73,0.4794520547945205,6,25658.0,70503.0
133,2013,35,544137,2,65346,74,0.472972972972973,2,-7049.0,-7049.0
133,2015,13,159029,3,17482,27,0.4814814814814815,11,-289321.0,-268139.0
133,2014,36,478688,3,56487,79,0.4556962025316456,7,18830.0,-6828.0
133,2013,35,513463,3,63759,79,0.4430379746835443,3,-30674.0,-23625.0
133,2015,0,0,4,0,0,,12,-159029.0,130292.0
133,2014,38,520300,4,57200,75,0.5066666666666667,8,41612.0,22782.0
133,2013,30,479045,4,57477,75,0.4,4,-34418.0,-3744.0
134,2015,37,345751,1,36916,76,0.4868421052631579,9,-21756.0,-25267.0
134,2014,31,345008,1,36346,76,0.4078947368421053,5,-27840.0,-39175.0
134,2013,35,357169,1,36909,75,0.4666666666666667,1,0.0,0.0
134,2015,35,351014,2,36947,73,0.4794520547945205,10,5263.0,27019.0
134,2014,35,361603,2,37161,73,0.4794520547945205,6,16595.0,44435.0
134,2013,35,355194,2,36811,74,0.472972972972973,2,-1975.0,-1975.0
134,2015,13,123496,3,12861,27,0.4814814814814815,11,-227518.0,-232781.0
134,2014,36,363996,3,39073,79,0.4556962025316456,7,2393.0,-14202.0
134,2013,35,361513,3,38003,79,0.4430379746835443,3,6319.0,8294.0
134,2015,0,0,4,0,0,,12,-123496.0,104022.0
134,2014,38,367507,4,38250,76,0.5,8,3511.0,1118.0
134,2013,30,372848,4,38487,76,0.3947368421052632,4,11335.0,5016.0
135,2015,37,459784,1,40608,76,0.4868421052631579,9,-28736.0,-58500.0
135,2014,31,428581,1,39361,76,0.4078947368421053,5,-35937.0,-60180.0
135,2013,35,412872,1,38281,75,0.4666666666666667,1,0.0,0.0
135,2015,35,469429,2,41237,72,0.4861111111111111,10,9645.0,38381.0
135,2014,35,444912,2,40485,72,0.4861111111111111,6,16331.0,52268.0
135,2013,35,413423,2,38992,73,0.4794520547945205,2,551.0,551.0
135,2015,13,167767,3,14670,27,0.4814814814814815,11,-301662.0,-311307.0
135,2014,36,458756,3,42184,79,0.4556962025316456,7,13844.0,-2487.0
135,2013,35,440275,3,40936,79,0.4430379746835443,3,26852.0,26301.0
135,2015,0,0,4,0,0,,12,-167767.0,133895.0
135,2014,38,488520,4,42844,76,0.5,8,29764.0,15920.0
135,2013,30,464518,4,41971,76,0.3947368421052632,4,24243.0,-2609.0
136,2015,37,404680,1,30797,75,0.4933333333333334,9,404680.0,404680.0
136,2014,31,463789,1,35508,75,0.4133333333333333,5,-18438.0,-106853.0
136,2013,35,317508,1,26124,75,0.4666666666666667,1,0.0,0.0
136,2015,35,419006,2,31367,72,0.4861111111111111,10,14326.0,-390354.0
136,2014,35,463683,2,34498,72,0.4861111111111111,6,-106.0,18332.0
136,2013,35,313556,2,25981,73,0.4794520547945205,2,-3952.0,-3952.0
136,2015,13,155784,3,11543,27,0.4814814814814815,11,-263222.0,-277548.0
136,2014,0,0,3,0,0,,7,-463683.0,-463577.0
136,2013,35,393812,3,31636,78,0.4487179487179487,3,80256.0,84208.0
136,2015,0,0,4,0,0,,12,-155784.0,107438.0
136,2014,0,0,4,0,0,,8,0.0,463683.0
136,2013,30,482227,4,36262,75,0.4,4,88415.0,8159.0
137,2015,37,645435,1,72065,75,0.4933333333333334,9,645435.0,645435.0
137,2014,31,593893,1,70597,75,0.4133333333333333,5,-60462.0,-73690.0
137,2013,35,567452,1,67050,75,0.4666666666666667,1,0.0,0.0
137,2015,35,645939,2,71493,72,0.4861111111111111,10,504.0,-644931.0
137,2014,35,611340,2,70759,72,0.4861111111111111,6,17447.0,77909.0
137,2013,35,582826,2,68483,73,0.4794520547945205,2,15374.0,15374.0
137,2015,13,204672,3,24947,27,0.4814814814814815,11,-441267.0,-441771.0
137,2014,0,0,3,0,0,,7,-611340.0,-628787.0
137,2013,35,641127,3,74653,78,0.4487179487179487,3,58301.0,42927.0
137,2015,0,0,4,0,0,,12,-204672.0,236595.0
137,2014,0,0,4,0,0,,8,0.0,611340.0
137,2013,30,654355,4,75382,75,0.4,4,13228.0,-45073.0
138,2015,37,560519,1,53286,76,0.4868421052631579,9,-75728.0,-140722.0
138,2014,31,514592,1,51729,76,0.4078947368421053,5,-78254.0,-131830.0
138,2013,35,496967,1,49976,75,0.4666666666666667,1,0.0,0.0
138,2015,35,567420,2,53887,73,0.4794520547945205,10,6901.0,82629.0
138,2014,35,543085,2,53660,73,0.4794520547945205,6,28493.0,106747.0
138,2013,35,487233,2,50740,74,0.472972972972973,2,-9734.0,-9734.0
138,2015,13,211804,3,19385,27,0.4814814814814815,11,-355616.0,-362517.0
